index,query,summary,label,rationale
1157,"Does Indian Overseas Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**1. Starting and Ending Entity:**
* **Starting Entity:** Indian Overseas Bank
* **Ending Entity:** Various financial and operational metrics (e.g., Q1 FY27 financial results, risk exposures, and governance details).

**2 & 3. Simple Business/Financial Summary & Numerical Facts:**
The knowledge graph outlines the operational profile, leadership, and Q1 FY27 financial performance of Indian Overseas Bank (led by MD & CEO Ajay Kumar Srivastava and backed by the Government of India). During Q1 FY27, the bank reported strong growth with a 49.32% surge in net profit to ₹1,659 crore, global advances of ₹3.22 trillion (up 22.75% year-on-year), and a Net Interest Income of ₹3,688 crore. However, the bank also faces distinct financial challenges, including a rising Credit-Deposit Ratio of 85.63% (up 630 basis points) that drives liquidity pressures, alongside an increasing cost-to-income ratio that jumped year-on-year from 44.22% to 53.95%.

**4 & 5. Constraints Check:** No outside facts were invented, and the summary is kept within the 3-sentence limit.",Not relevant,"Despite the bank's name referencing overseas operations, the summary gives only domestic financial metrics, not actual overseas branches/offices/JV stakes."
1158,"Does UCO Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","Based on the provided knowledge graph data, the starting entity is **CRISIL** and the ending entity is **UCO Bank**. The path highlights that CRISIL reaffirmed an **A1+ short-term rating** on UCO Bank's certificate-of-deposit programme, which the bank uses for funding.",Not relevant,Only covers a CRISIL rating; overseas presence is not addressed.
1159,"Does Bank of Maharashtra have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**1. Starting and Ending Entities:**
The knowledge graph path originates from the subject entity **Bank of Maharashtra** and encompasses various descriptive, financial, and operational attributes associated with it.

**2 & 3. Business Summary & Numerical Facts:**
Bank of Maharashtra is a public sector universal bank headquartered in Pune, India, backed majorly by the Government of India with a **79.60%** ownership stake and LIC holding **7.10%** as of March 2025. Financially, the bank demonstrated robust performance, reporting a quarterly net profit of **₹2,020 crore** (up **27%** year-on-year) and a total business of **₹6.51 lakh crore** (**19%** growth) by Q1 FY27, supported by strong asset quality with a gross NPA of **1.45%**. However, the bank faces structural and operational vulnerabilities, including geographic concentration in western India, reliance on capital raises, and regulatory risks tied to public-shareholding compliance.",Not relevant,Ownership and financial metrics only; no overseas branch/office/JV information.
1160,"Does Punjab & Sind Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity:** Punjab & Sind Bank; **Ending Entity:** Government of India / Various financial and operational attributes.

2. **Path Summary:** The knowledge graph illustrates that Punjab & Sind Bank is a public sector undertaking heavily backed by the Government of India, which holds a majority ownership stake of 93.85%. While the bank benefits from strong capital adequacy, an AA Stable bond rating by CRISIL, and government support, it faces regulatory risks and ownership dilution pressures to reduce its government stake toward the 75% ceiling. 

3. **Numerical Facts:** The Government of India holds a 93.85% ownership stake in the bank, LIC holds a 1.33% stake, and the bank operates a distribution network of 1,817 branches.",Not relevant,Ownership and domestic branch count only; overseas presence not covered.
1161,"Does HDFC Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** HDFC Bank  
**Ending Entity:** Financial and operational metrics associated with HDFC Bank (such as HDFC Bank)

**Summary:**
This knowledge graph path outlines the key leadership, operational footprint, and financial metrics of HDFC Bank, India's largest private bank. As of September 2026, the bank is held by foreign institutional investors (41.82%), domestic institutions (41.75%), and the Government of India (0.18%), and is led by Chairman Atanu Chakraborty and MD & CEO Sashidhar Jagdishan. Financially, the bank reported a profit after tax of ₹19,060 crore (a 5% year-on-year increase), gross advances of ₹30,608 billion, a capital adequacy ratio of 19.6%, a CET1 ratio of 17.4%, and a CASA ratio of 32% while operating a vast network of 9,694 branches.",Not relevant,Only domestic branch counts and ownership are given; overseas branches/JV stakes not mentioned.
1162,"Does ICICI Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting and Ending Entity:** Both the starting and ending entity in this knowledge graph union path is **ICICI Bank** (representing a comprehensive profile of its operational, financial, and risk metrics).

2. **Simple Business/Financial Summary:** ICICI Bank operates as a major universal bank supported by a vast physical and digital infrastructure, including 12,190 ATMs and cash-recycling machines alongside digital platforms like InstaBIZ and iMobile Pay. Financially, the bank demonstrates strong performance with a net interest margin of 4.36%, a return on assets of 2.18%, and substantial credit growth—such as a 19.6% year-on-year increase in total advances to ₹16,31,260 crore—while maintaining robust asset quality with a gross NPA of 1.38%. 

3. **Important Numerical Facts:** Key figures include total advances of ₹16,31,260 crore (growing 19.6% year-on-year), a net interest margin of 4.36%, a gross NPA of 1.38%, a return on assets of 2.18%, a CET1 ratio of 16.19%, and a network of 12,190 ATMs and cash-recycling machines.",Not relevant,"Discusses domestic ATMs and digital platforms, not overseas branches, representative offices, or JV stakes."
1163,"Does Axis Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** Axis Bank Limited  
**Ending Entity:** Various financial, operational, and stakeholder attributes of Axis Bank Limited  

**Summary:**  
The knowledge graph details the operations, leadership, financial metrics, and ownership structure of Axis Bank Limited under a union query pattern. Key financial facts include a CASA ratio of 38%, a comfortable CET1 capital ratio of 14.64%, total advances of 12,61,557 crore, and total deposits of 13,72,936 crore. Additionally, as of September 2026, Foreign Institutional Investors (FIIs) held a 39.91% ownership stake in the bank, while leadership is headed by MD & CEO Amitabh Chaudhry.",Not relevant,"No overseas branches, representative offices, or JV stakes are mentioned."
1164,"Does Kotak Mahindra Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** Kotak Mahindra Bank Limited  
**Ending Entity:** Kotak Mahindra Group Ecosystem & Financial Metrics (Q1 FY27)  

**Summary:**  
Kotak Mahindra Bank Limited operates a major universal banking franchise supported by a widespread network of 2,301 branches and 2,734 ATMs. Financially, the bank reported a consolidated profit after tax of ₹5,480 crore (up 23%) alongside a high capital adequacy ratio of 22.8% and a Q1 FY27 CASA ratio of 40.30%. Furthermore, the institution leverages a broad financial ecosystem through intra-group partnerships with Kotak Life Insurance, Kotak Mahindra Asset Management, and Kotak Securities for cross-selling.",Not relevant,"Discusses domestic group partnerships, not overseas branches/offices or JV equity stakes abroad."
1165,"Does IndusInd Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** INDUSIND BANK LIMITED  
**Ending Entity:** INDUSIND BANK LIMITED (Profile / Financial & Operational Overview)

**Summary:**
IndusInd Bank Limited operates extensively with 3,137 branches, 2,853 ATMs, and a total of 9,413 touchpoints, while being promoted by the Hinduja Group with a nearly 16 percent holding. Financially, the bank reported a profit after tax of ₹1,037 crore (rising 72%), an operating profit of ₹2,773 crore, and a Q1 FY27 net NPA of 0.95%. However, it faces operational vulnerabilities, including a declining CASA ratio from 31.48% to 29.43% and a CRISIL AA+ rating with a negative outlook.",Not relevant,Domestic touchpoints and promoter details only; no overseas branch/office/JV information.
1166,"Does Yes Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity:** YES BANK LIMITED; **Ending Entity:** ICRA (and various financial metrics/stakeholders).
2. The knowledge graph details the financial health, credit ratings, and key strategic partnerships of YES BANK LIMITED. Notably, its infrastructure and Tier II bonds were upgraded to an AA Stable rating by ICRA, while its Additional Tier I bonds maintain a D rating.
3. For Q1 FY27, the bank reported a profit after tax of ₹1,071–1,072 crore, total advances of roughly ₹2.85 lakh crore, total deposits of roughly ₹3.15 lakh crore, and a CET1 ratio of 14%.",Not relevant,Covers ratings and financial metrics only; overseas presence not addressed.
1167,"Does IDFC First Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting and Ending Entity:** The starting and ending entity is **IDFC First Bank** (analyzed through its various financial, operational, and shareholding attributes).

2. **Business/Financial Summary:** IDFC First Bank demonstrated strong financial performance in Q1 FY27, recording its highest-ever quarterly profit after tax alongside solid capitalization and asset quality metrics, including low net NPAs and stable credit ratings from CRISIL. The bank is strategically focused on retail and MSME deposits and lending, supported by leadership under MD & CEO V. Vaidyanathan and a diverse institutional and public shareholding base.

3. **Numerical Facts:** Key numerical highlights include a Q1 FY27 profit after tax of ₹1,075 crore, a net interest margin of 5.96%, a CASA ratio of 50.8%, a capital adequacy ratio of 15.05%, a gross NPA of 1.51%, and a net NPA of 0.44%. Additionally, foreign institutional investors (FIIs) hold a 36.10% equity stake, mutual funds hold 12.76%, and the bank operates a network of 1,155 branches.",Not relevant,Domestic branch count and financial ratios only; overseas branches/JV stakes not mentioned.
1168,"Does Federal Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**1. Starting and Ending Entity:**
* **Starting Entity:** The Federal Bank Limited (The Federal Bank Limited)
* **Ending Entity:** Various financial and operational attributes of The Federal Bank Limited for Q1 FY27 and December 2024 (as this is a logical union query from a single subject).

**2. Financial Summary:**
The knowledge graph details the operational footprint, leadership, shareholding structure, and Q1 FY27 financial performance of The Federal Bank Limited. Key figures for Q1 FY27 include a net profit of ₹1,177 crore, a net interest income of ₹2,946 crore, a CASA ratio of 32.23%, and a return on equity of 12.01%. Additionally, as of December 2024, institutional holdings show FIIs holding approximately 26.3% and domestic institutions holding 48.9%, alongside stakes held by major investors like HDFC Mutual Fund (7.04%) and LIC (3.61%).",Not relevant,"No overseas branches, representative offices, or joint-venture stakes are mentioned despite Federal Bank having such presence."
1169,"Does RBL Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** RBL Bank  
**Ending Entity:** Emirates NBD  

**Summary:**
RBL Bank underwent a major ownership change after Emirates NBD acquired a 60% controlling stake in the bank. Following this acquisition, RBL Bank now depends on Emirates NBD for continued capital, strategic direction, and balance-sheet support. Additionally, RBL Bank reported a strong capital adequacy ratio of 33.3% and total advances of ₹1.16 trillion for Q1 FY27, alongside operational risks tied to this post-acquisition integration.",Not relevant,Foreign ownership by Emirates NBD is not the same as RBL's own overseas branches/offices; question remains unanswered.
1170,"Does South Indian Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Summary of the Knowledge Graph Path:**

1. **Starting and Ending Entities:** The starting entity is **Bandhan Small Cap Fund** (along with other institutional investors like CalPERS, Kotak Multicap, and Swedbank), and the ending entity is **South Indian Bank**. 
2. **Business/Financial Explanation:** The path outlines various institutional equity holdings in South Indian Bank, which is a Kerala-headquartered universal bank regulated by the RBI and SEBI. 
3. **Numerical Facts:** Bandhan Small Cap Fund held approximately 4.75% of the bank, while other notable stakes included CalPERS at roughly 2.25%, Kotak Multicap at about 4.25%, Swedbank Robur at roughly 2.93%, and total Foreign Institutional Investors (FIIs) at roughly 24.2%.",Not relevant,"Discusses foreign institutional investors holding shares in the bank, not the bank's own overseas branches/offices/JV stakes."
1171,"Does Karur Vysya Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","Based on the provided knowledge graph path, the starting entity is Karur Vysya Bank and the ending entity is Karur. In simple financial terms, this path identifies the primary geographic location where the bank has its headquarters. No additional numerical facts are present in the provided data.",Not relevant,Only states domestic headquarters location; overseas presence is not addressed.
1172,"Does City Union Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity:** City Union Bank  
   **Ending Entity:** CARE Ratings (along with various financial metrics and risk factors)

2. **Summary:**  
   The knowledge graph details the financial health, governance, and risk profile of City Union Bank, which holds an AA- credit rating with a Positive outlook from CARE Ratings. The bank exhibits strong fundamental performance, highlighted by 25% year-on-year loan growth, a Q1 FY27 CASA balance of ₹210,940 million, and a reduced net NPA of 0.61%. However, it also faces specific risks, such as geographic concentration in Tamil Nadu—where 59% of its branches are located—and operational risks stemming from a recent leadership transition to MD & CEO R. Vijay Anandh.",Not relevant,"Discusses domestic geographic concentration, not overseas branches/offices/JV stakes."
1173,"Does DCB Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**1. Starting and Ending Entity:** 
The starting entity is **DCB Bank Limited** and the ending entities are its various financial metrics, ownership stakes, and operational characteristics (such as AKFED and Q1 FY27 performance figures).

**2. Simple Business/Financial Language Explanation:** 
DCB Bank Limited is a retail- and SME-focused universal bank in India backed by promoter capital support from the Aga Khan Fund for Economic Development (AKFED). Financially, the bank reported a Q1 FY27 net profit of ₹213 crore (up 35.57% year-on-year) on total assets of roughly ₹88,752 crore, alongside strong capitalization with a capital adequacy ratio of 17.03%. 

**3. Important Numerical Facts:** 
* AKFED and Platinum Jubilee Investments each hold a combined 16.23% ownership stake in DCB Bank.
* In Q1 FY27, DCB Bank reported a net profit of ₹213 crore (a 35.57% year-on-year increase), total advances of ₹59,951 crore, and total deposits of ₹74,482 crore.
* The bank's capital adequacy ratio stood at 17.03% (with Tier 1 capital at 14.90% and Tier 2 at 2.13%), while its gross and net NPAs improved to 2.43% and 0.84%, respectively.",Not relevant,AKFED's foreign promoter status is not the same as the bank's own overseas branches; question is unanswered.
1174,"Does Karnataka Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting and Ending Entities:** The primary subject of the paths is **Karnataka**, connecting to various entities including Bengaluru, Canara Bank, and Karnataka Bank Limited.

2. **Business/Financial Explanation:** This knowledge graph path illustrates the geographic concentration of banking and urban infrastructure in Karnataka. Specifically, Bengaluru and Karnataka Bank Limited are based in this region, while Canara Bank is headquartered there and relies on its local branch density for operations.

3. **Numerical Facts:** The provided path does not contain any specific numerical facts or figures.",Not relevant,"Discusses geographic clustering in Karnataka state, not Karnataka Bank's overseas presence."
1175,"Does Tamilnad Mercantile Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** Tamilnad Mercantile Bank (Tamilnad Mercantile Bank Limited)  
**Ending Entity:** CRISIL / Q1 FY27 Financial Metrics / Various Shareholders (as represented across its multi-faceted profile)

**Summary:**
This knowledge graph details the financial standing, credit ratings, operational metrics, and stakeholder profile of Tamilnad Mercantile Bank. Key numerical facts include a Q1 FY27 net profit of ₹412 crore, a return on equity (ROE) of 15.93%, a robust capital-adequacy ratio of 32.33%, and a gross NPA of 0.69%. Additionally, the bank maintains credit ratings from CRISIL (such as A+ Stable for fixed deposits and A1+ for short-term deposits) and lists various institutional shareholders holding specific stakes as of March 2025.",Not relevant,Financial and shareholder profile only; no overseas branches/offices/JV stakes discussed.
1176,"Does CSB Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity:** CSB Bank
   **Ending Entity:** Various financial metrics, institutional shareholders, regulatory bodies, and strategic risk/operational factors associated with CSB Bank.

2. **Summary:** 
   CSB Bank is a legacy universal bank headquartered in Kerala, promoted and backed by Fairfax Financial Holdings, and led by MD & CEO Pralay Mondal. The bank maintains a strong capital adequacy ratio of 19.96% alongside key institutional investors like SBI Small Cap Fund (6.34%) and FIH Mauritius (40%). Operationally, it reported ₹45,415 crore in total deposits, ₹40,309 crore in net advances, and a net profit of ₹150 crore, while navigating strategic risks and opportunities tied heavily to its gold-loan portfolio and diversification efforts.",Not relevant,Foreign promoter ownership (Fairfax) is not the bank's own overseas branch presence; question unaddressed.
1177,"Does Bandhan Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** CRISIL  
**Ending Entity:** Bandhan Bank  

**Summary:**  
CRISIL evaluates Bandhan Bank's credit profile and market position, reaffirming an A1+ rating on its certificates of deposit and an AA- Stable rating on its non-convertible debentures. The rating agency highlights the bank's established presence in the micro loan segment alongside risks such as geographic concentration in East and Northeast India and vulnerability to microfinance-sector stress.",Not relevant,"Focuses on domestic geographic concentration and ratings, not overseas branches/offices/JV stakes."
1178,"Does Jammu & Kashmir Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity and Ending Entity:** The starting entity is **The Jammu & Kashmir Bank Limited**, and the ending entities include various financial metrics, operational figures, and credit ratings associated with the bank (such as CARE Ratings and financial results like net profit).

2. **Simple Business/Financial Explanation:** The knowledge graph outlines the operational scale, governance, credit standing, and financial performance of The Jammu & Kashmir Bank Limited. It highlights the bank's strong government backing, branch and ATM network distribution, regulatory oversight, and key financial health indicators.

3. **Important Numerical Facts:** As of June 2025, the J&K government held a 51.89% ownership stake, while UT Ladakh held 4.16% and LIC held 1.33%. As of December 2025, the bank operated 1,008 branches and 1,436 ATMs. Furthermore, the bank reported a quarterly net profit of ₹424.18 crore, a Q1 FY27 net interest income of ₹3,546.08 crore, an improved gross NPA of 2.37%, and a Basel III capital adequacy ratio of 16.67%.",Not relevant,"Domestic branches, ownership, and financials only; overseas presence is not addressed."
1179,"Does Dhanlaxmi Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting and Ending Entities:** The starting entity is **Dhanlaxmi Bank Limited**, and the ending entities include its various operational, financial, and stakeholder attributes (such as financial metrics for Q1 FY27, ownership stakes, and credit ratings).

2. **Business/Financial Summary:** Dhanlaxmi Bank Limited, led by MD & CEO Ajith Kumar K.K. and headquartered in Kerala, operates a modest franchise of 264 branches and 285 ATMs while holding a universal banking license. In Q1 FY27, the bank demonstrated financial recovery, with net profit doubling year-on-year to ₹24.9 crore and total business crossing ₹35,000 crore, supported by an improved gross NPA of 1.82%. However, the bank faces strategic challenges, including a sub-scale operational framework, historical governance disputes, and intense competition from larger regional peers.

3. **Numerical Facts:** Key figures include a Q1 FY27 net profit of ₹24.9 crore, total income of ₹484.25 crore, interest income of ₹449 crore, and total business exceeding ₹35,000 crore. Additionally, the bank operates 264 branches and 285 ATMs, while ownership stakes include Ares Diversified at 3.74%, Ayushmat Ltd at 3.38%, and FIIs at approximately 15.31%.",Not relevant,Domestic branch counts and financials only; no overseas branch/office/JV information given.
1180,"Does IDBI Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting and Ending Entities:** The starting entity is **IDBI Bank Limited**, and the ending entities include its various financial metrics, operational scale, and regulatory bodies associated with its ownership transition.

2. **Simple Business/Financial Language:** IDBI Bank Limited is a universal bank offering retail, corporate, agricultural, and MSME services, with major ownership held by LIC (49.24%) and the Government of India (45.48-45.50%). As it undergoes a strategic disinvestment process, the bank is regulated by bodies like the RBI and DIPAM, while being led by MD & CEO Rakesh Sharma. 

3. **Important Numerical Facts:** In FY24-25, IDBI Bank reported a net profit of ₹7,515 crore, deposits of ₹309,975 crore, and advances of ₹218,399 crore, alongside an improved gross NPA of 2.98%, a return on assets of 1.82%, and a return on equity of 16.10%. Additionally, the bank operates between 1,890 and 2,104 branches and utilizes 3,300 to 3,700 ATMs.",Not relevant,Ownership and domestic operational metrics only; overseas presence is not covered.
1181,"Does AU Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity:** AU Small Finance Bank Limited (subject of the query path); **Ending Entities:** Various stakeholders, financial metrics, and operational/regulatory attributes linked to the bank.
2. AU Small Finance Bank Limited is a regulated financial institution that reported strong Q1 FY27 performance—including a 37% year-on-year rise in profit after tax—and is currently pursuing a transition to a full universal bank following RBI in-principle approval. 
3. Key numerical facts include a Q1 FY27 profit after tax of ₹795.95 crore, gross advances of ₹1,44,250 crore, total deposits of ₹1,57,727 crore, a CET1 ratio of 17.1%, and a CASA ratio of roughly 29%.",Not relevant,Financial performance and regulatory transition only; no overseas branch/office/JV information.
1182,"Does Equitas Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","Based on the provided knowledge graph path, the starting entity is **Equitas Small Finance Bank**, and the ending entities are its various financial metrics, ownership stakes, risks, and operational characteristics (such as its 11.76% return on equity and major mutual fund holdings). 

Equitas Small Finance Bank operates as a diversified retail lender—offering housing, vehicle, and small-business loans—backed by an AA- Stable issuer rating and significant institutional investments like HDFC Mutual Fund's 8.57% stake as of December 2024. Financially, the bank reported a cost of funds of 7.05% and a return on equity of 11.76%, while facing operational challenges such as an elevated cost-to-income ratio of 68.38% and credit risks tied to residual microfinance exposure.",Not relevant,Financial metrics and shareholding only; overseas presence is not mentioned.
1183,"Does Ujjivan Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** Ujjivan Small Finance Bank  
**Ending Entity:** Various financial, operational, and governance attributes of the bank (representing a logical union of relationship patterns from the same subject).  

**Summary:**  
Ujjivan Small Finance Bank is actively diversifying its loan portfolio into secured retail segments—such as affordable housing reaching ₹11,210 crore, gold loans surging by 248.6%, and MSME lending growing 54%—while managing a legacy microfinance concentration and a gross NPA of 2.17%. Financially, the bank reported a profit after tax of ₹317 crore (up 206.7% year-on-year), a net interest income of ₹1,186 crore, and a return on equity of 18.2%. Additionally, institutional investors like mutual funds held 14.83% of the bank as of September 2025, and leadership transitions include Carol Furtado stepping in as acting MD & CEO effective September 1, 2026.",Not relevant,Foreign institutional investor (IFC) shareholding is not the same as the bank's own overseas branches; question unaddressed.
1184,"Does ESAF Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting entity:** ESAF Small Finance Bank; **Ending entity:** CARE Ratings (and various financial metrics/shareholders).

2. **Summary:** The knowledge graph details ESAF Small Finance Bank's financial standing, governance, and credit profile, highlighting that it is rated by CARE Ratings with an A- long-term and A1 short-term rating and a stable outlook as of September 2, 2026. 

3. **Numerical facts:** Key figures include a Q1 FY27 capital adequacy ratio of 23.86%, a CASA ratio of 23.39%, a net interest margin of 7.9%, gross advances of ₹23,216 crore, and major promoter stakes held by ESAF Financial Holdings (52.87%) and ESAF Swasraya Multistate Agro Co-operative Society (4.35%).",Not relevant,Ratings and financial metrics only; overseas presence not addressed.
1185,"Does Utkarsh Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity:** Utkarsh Small Finance Bank; **Ending Entities:** Various operational dependencies, regulatory bodies, and credit rating agencies (including CARE and ICRA).

2. This knowledge graph path outlines the key business dependencies, regulatory environment, and credit profile of Utkarsh Small Finance Bank. The bank relies heavily on the microfinance sector—particularly in Bihar and Uttar Pradesh—while holding a small-finance-bank license and operating under the regulatory oversight of the RBI and SEBI. 

3. Regarding its financial health, the bank faces risks from elevated gross and net non-performing assets (NPAs) and promoter dilution, receiving a divergent credit rating assignment of A- Stable from CARE and a Negative outlook from ICRA.",Not relevant,Regulatory and credit risk profile only; overseas branches/offices/JV stakes not discussed.
1186,"Does Suryoday Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","**Starting Entity:** Suryoday Small Finance Bank  
**Ending Entity:** Suryoday Small Finance Bank (Self-referential multi-hop graph detailing its financial performance, strategic growth, regulatory environment, and risk profile)

**Summary:**
Suryoday Small Finance Bank demonstrates strong financial growth, highlighted by a net profit surge of 113.10% year-on-year to ₹75.18 crore and a net interest margin of 4.21%. The bank is expanding through diversification into affordable-housing and MSME lending while maintaining a robust capital adequacy ratio of 21.6%. However, it faces operational and reputational risks due to unresolved discrepancies in its gross NPA reporting, which ranges between 2.47% and 6.60%.",Not relevant,Financial growth and NPA discrepancy only; no overseas branch/office/JV information.
1187,"Does Jana Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?","1. **Starting Entity:** Jana Small Finance Bank Limited  
   **Ending Entity:** Various financial, operational, ownership, and leadership attributes associated with the bank.

2. **Explanation:** This knowledge graph path outlines the corporate, financial, and operational profile of Jana Small Finance Bank Limited. It details key leadership figures, institutional shareholdings, regulatory oversight, risk factors, and recent financial performance metrics such as profitability, capital adequacy, and asset quality.

3. **Numerical Facts:** The bank reported a profit after tax of ₹155.23 crore (up 52.29% year-on-year) and earnings per share of ₹14.74 for Q1 FY27, alongside a capital adequacy ratio of 20.18%. Its asset quality for Q1 FY27 showed a gross NPA of 2.39% and a net NPA of 0.91%, while historical milestones include a ₹2,504 crore loss from the 2016 demonetization and an FY26 return on equity of 8%. Stakeholders include promoter Jana Holdings Limited (16.94%) alongside other institutional investors like Volrado Venture Partners (2.78%) and ICICI Prudential Life Insurance (1.54%).",Not relevant,Shareholding and financial performance only; overseas presence is not addressed.
1188,"What technology platform, digital channel, or core banking system is specifically associated with State Bank of India?","1. **Starting Entity and Ending Entity**: The starting entity is **State Bank of India (SBI)**, and the ending entities include various financial metrics, operational scales, and ownership structures (such as the Government of India holding a 55.03% stake and domestic deposits reaching ₹60.06 trillion).

2. **Simple Business/Financial Language**: The knowledge graph path outlines the comprehensive operations, financial performance, and governance of the State Bank of India. It details SBI's extensive retail and corporate banking services, physical and digital infrastructure, Q1 FY27 financial results, and key institutional stakeholders. 

3. **Important Numerical Facts**: Key figures include a massive distribution network of roughly 22,500 branches and 65,000 ATMs, total deposits of ₹60.06 trillion growing 9.73% year-on-year, a domestic loan book of ₹42.76 trillion, and a net interest income of ₹46,992 crore for the June 2026 quarter. Additionally, the bank reported a robust return on equity of 17.87%, a capital adequacy ratio of 15.67%, a gross NPA of 1.47%, and a majority ownership stake of 55.03% held by the Government of India.",Not relevant,"Only vaguely mentions ""digital infrastructure"" without naming any specific technology platform, digital channel, or core banking system."
1189,"What technology platform, digital channel, or core banking system is specifically associated with Bank of Baroda?","Based on the knowledge graph data, the starting entity is **Bank of Baroda** and the ending entities comprise its various financial, operational, and governance attributes for **Q1 FY27**. 

Operating as a universal public sector bank, Bank of Baroda serves a diverse customer base ranging from retail and MSMEs to government and large-corporate clients. In Q1 FY27, the bank reported a net interest income of ₹12,524 crore (a 9.5% increase), though its reported net profit fell 72% year-on-year to ₹1,278 crore due to a one-off legal settlement. Additionally, the bank's global deposits reached ₹16,33,559 crore, while its asset quality improveded to 1.99% and its capital adequacy ratio stood at a healthy 16.30%.",Not relevant,Discusses financial metrics and customer segments but names no specific technology platform or core banking system.
1190,"What technology platform, digital channel, or core banking system is specifically associated with Punjab National Bank?","Based on the provided knowledge graph path, the starting entity is **Punjab National Bank**, which connects to various organizational attributes, leadership figures, and major stakeholders as its ending entities. The bank operates as a universal bank headquartered in New Delhi and Dwarka, led by Non-Executive Chairman K.G. Ananthakrishnan and MD & CEO Ashok Chandra. Financially, the institution is primarily state-backed, with the Government of India holding a dominant **70.08%** ownership stake, while mutual funds hold **6.53%**, and FIIs, NRIs, and OCBs share a combined **6.59%** stake alongside holdings by LIC.",Not relevant,Leadership and ownership details only; no technology platform or core banking system named.
1191,"What technology platform, digital channel, or core banking system is specifically associated with Canara Bank?","Based on the provided knowledge graph data, the starting and ending entity is **Canara Bank** (acting as the central subject linked to its operational, financial, and structural attributes). 

Canara Bank is a major universal bank—majority-owned by the Government of India at 62.93% as of March 2026—with a vast network that includes 9,861 branches and 7,907 ATMs as of June 2025. Financially, the bank reported a strong return on equity of 18.31%, a capital adequacy ratio of 17.17% for Q1 FY27, and a sound asset quality with a gross NPA of 1.57%. However, its operations face certain risks, notably funding pressures from a lower CASA ratio of 29.70% and economic exposure to monsoon-linked agricultural seasonality.",Not relevant,"No technology platform, digital channel, or core banking system is named."
1192,"What technology platform, digital channel, or core banking system is specifically associated with Union Bank of India?","**Summary of Knowledge Graph Path:**

1. **Starting and Ending Entities:** The starting entity is **Union Bank of India**, and the path encompasses its various financial metrics, operational footprints, ownership structures, and risk factors as the central node.
2. **Business/Financial Summary:** Union Bank of India operates as a major universal bank with an extensive network of 8,621 branches and 8,910 ATMs, offering a comprehensive suite of retail, corporate, MSME, agricultural, and international banking services. The bank is predominantly owned by the Government of India (74.76%) and demonstrated strong financial performance, with standalone net profit rising 29.5% year-on-year to ₹5,332 crore and a capital adequacy ratio of 18.46%. 
3. **Key Numerical Facts:** Key figures include a gross NPA of 2.65%, a net NPA of 0.47%, a return on assets of 1.36%, and an advances growth of 12.50% year-on-year, though management faces a strategic risk due to a deposit growth lag of just 3.50%.",Not relevant,"No specific digital channel, technology platform, or core banking system is identified."
