query,gold_label,predicted_template,template_confidence,template_id,template_match,entities,resolved_entities,masked_query,cypher_parameters,cypher_strategy,kg_row_count,kg_hop_path,summary,error
How does INR depreciation impact Great Eastern Shipping?,T_MacroTransmission,T_PriceLinkage,0.6452557444572449,price_linkage,False,"[""Great Eastern Shipping"", ""INR depreciation""]","[{""entity"": ""Great Eastern Shipping"", ""matched_node_name"": ""Great Eastern Shipping"", ""matched_id"": ""C_GESHIP"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""INR depreciation"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <MACRO_VAR> impact <COMPANY>?,"{""source_id"": ""C_GESHIP""}",company_exposure,2,"Template: price_linkage (T_PriceLinkage)
Query intent: Price co-movement between a company/product and a macro or raw material.

Row 1: entity_name=Great Eastern Shipping | entity_type=COMPANY | relationship=BENEFITS_FROM | linked_name=Tanker freight rates | linked_type=MACRO_VAR
Row 2: entity_name=Great Eastern Shipping | entity_type=COMPANY | relationship=HURT_BY | linked_name=Marine war-risk premium | linked_type=MACRO_VAR",,
Stress test Chambal Fertilisers for prolonged LPG import disruption.,T_EventScenario,T_EventScenario,0.9145027995109558,event_scenario_impact,True,"[""Chambal Fertilisers"", ""LPG"", ""LPG import disruption""]","[{""entity"": ""Chambal Fertilisers"", ""matched_node_name"": ""Chambal Fertilisers"", ""matched_id"": ""C_CHAMBAL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LPG"", ""matched_node_name"": ""LPG"", ""matched_id"": ""RM_LPG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LPG import disruption"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Stress test <COMPANY> for prolonged <EVENT>.,"{""source_id"": ""E_HORMUZ""}",primary,8,"Template: event_scenario_impact (T_EventScenario)
Query intent: Downstream macro and company impact from an event scenario.

Row 1: event_name=Strait of Hormuz disruption | relationship=HURT_BY | impacted_name=India AI infrastructure capex cycle | impacted_type=EVENT
Row 2: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Brent crude price | impacted_type=MACRO_VAR
Row 3: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Global urea/DAP/sulphur price | impacted_type=MACRO_VAR
Row 4: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Gross refining margin | impacted_type=MACRO_VAR
Row 5: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Marine war-risk premium | impacted_type=MACRO_VAR
Row 6: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Saudi LPG contract price | impacted_type=MACRO_VAR
Row 7: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Spot LNG / JKM | impacted_type=MACRO_VAR
Row 8: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Tanker freight rates | impacted_type=MACRO_VAR",,
Who in Fertilisers is most exposed to Oman?,T_SectorExposure,T_SectorExposure,0.9703198075294495,sector_constituents,True,"[""Oman""]","[{""entity"": ""Oman"", ""matched_node_name"": ""Oman"", ""matched_id"": ""G_OMAN"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who in Fertilisers is most exposed to <GEOGRAPHY>?,"{""entity_id"": ""G_OMAN""}",,0,,,
Which group entities sit under Adani Green Energy?,T_OwnershipStructure,T_OwnershipStructure,0.974917471408844,ownership_structure,True,"[""Adani Green Energy""]","[{""entity"": ""Adani Green Energy"", ""matched_node_name"": ""Adani Green Energy"", ""matched_id"": ""C_ADANIGREEN"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Which group entities sit under <COMPANY>?,"{""entity_id"": ""C_ADANIGREEN""}",sector_peers,1,"Template: ownership_structure (T_OwnershipStructure)
Query intent: Corporate ownership, subsidiaries, and JV structure.

Row 1: sector_name=Power & Utilities | child_name=Adani Green Energy",,
How does naphtha price impact Netweb Technologies?,T_PriceLinkage,T_PriceLinkage,0.945715606212616,price_linkage,True,"[""naphtha"", ""Netweb Technologies""]","[{""entity"": ""naphtha"", ""matched_node_name"": ""Naphtha"", ""matched_id"": ""RM_NAPHTHA"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Netweb Technologies"", ""matched_node_name"": ""Netweb Technologies"", ""matched_id"": ""C_NETWEB"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How does <RAW_MATERIAL> price impact <COMPANY>?,"{""source_id"": ""C_NETWEB""}",,0,,,
What if Red Sea closes completely?,T_EventScenario,T_EventScenario,0.9560273289680481,event_scenario_impact,True,"[""Red Sea""]","[{""entity"": ""Red Sea"", ""matched_node_name"": ""Strait of Hormuz"", ""matched_id"": ""G_HORMUZ"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}]",What if <GEOGRAPHY> closes completely?,"{""entity_id"": ""G_HORMUZ""}",,0,,,
Does fertiliser subsidy bill weaken ONGC fundamentals?,T_MacroTransmission,T_PriceLinkage,0.5823087096214294,price_linkage,False,"[""fertiliser subsidy bill""]","[{""entity"": ""fertiliser subsidy bill"", ""matched_node_name"": ""Fertiliser and LPG subsidy bill"", ""matched_id"": ""M_SUBSIDY"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Does <MACRO_VAR> weaken ONGC fundamentals?,"{""entity_id"": ""M_SUBSIDY""}",,0,,,
What protects SpiceJet margins from carbon black spikes?,T_Hedging,T_Hedging,0.9699788689613342,company_hedging_exposure,True,"[""SpiceJet"", ""carbon black""]","[{""entity"": ""SpiceJet"", ""matched_node_name"": ""SpiceJet"", ""matched_id"": ""C_SPICEJET"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""carbon black"", ""matched_node_name"": ""Carbon black"", ""matched_id"": ""RM_CARBONBLACK"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What protects <COMPANY> margins from <RAW_MATERIAL> spikes?,"{""source_id"": ""C_SPICEJET""}",company_hurt_by,1,"Template: company_hedging_exposure (T_Hedging)
Query intent: Natural or financial hedges used by a company.

Row 1: company_name=SpiceJet | risk_name=Brent crude price | risk_type=MACRO_VAR",,
Who benefits from higher USD/INR?,T_Beneficiary,T_Beneficiary,0.975100040435791,companies_benefiting_from_shock,True,"[""USD/INR""]","[{""entity"": ""USD/INR"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who benefits from higher <MACRO_VAR>?,"{""entity_id"": ""M_INR""}",single_entity,5,"Template: companies_benefiting_from_shock (T_Beneficiary)
Query intent: Companies with positive exposure (BENEFITS_FROM) to a shock or macro variable.

Row 1: id=C_FEDERALBNK | name=Federal Bank | node_type=COMPANY | shock_name=USD/INR
Row 2: id=C_SIB | name=South Indian Bank | node_type=COMPANY | shock_name=USD/INR
Row 3: id=C_TCS | name=Tata Consultancy Services | node_type=COMPANY | shock_name=USD/INR
Row 4: id=C_INFY | name=Infosys | node_type=COMPANY | shock_name=USD/INR
Row 5: id=C_SUNPHARMA | name=Sun Pharmaceutical | node_type=COMPANY | shock_name=USD/INR",,
Run a bear case for Adani Ports under marine war-risk spike.,T_EventScenario,T_EventScenario,0.9560431838035583,event_scenario_impact,True,"[""marine war-risk spike"", ""Adani Port""]","[{""entity"": ""marine war-risk spike"", ""matched_node_name"": ""Marine war-risk premium"", ""matched_id"": ""M_WARRISK"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}, {""entity"": ""Adani Port"", ""matched_node_name"": ""Adani Ports & SEZ"", ""matched_id"": ""C_ADANIPORTS"", ""matched_type"": ""COMPANY"", ""similarity"": 0.8349937200546265, ""source"": ""semantic""}]",Run a bear case for <COMPANY>s under <MACRO_VAR>.,"{""source_id"": ""M_WARRISK""}",primary,1,"Template: event_scenario_impact (T_EventScenario)
Query intent: Downstream macro and company impact from an event scenario.

Row 1: event_name=Marine war-risk premium | relationship=HURT_BY | impacted_name=India AI infrastructure capex cycle | impacted_type=EVENT",,
Show ownership map for CSB Bank.,T_OwnershipStructure,T_OwnershipStructure,0.9732052683830261,ownership_structure,True,"[""CSB Bank""]","[{""entity"": ""CSB Bank"", ""matched_node_name"": ""CSB Bank"", ""matched_id"": ""C_CSBBANK"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Show ownership map for <COMPANY>.,"{""entity_id"": ""C_CSBBANK""}",sector_peers,1,"Template: ownership_structure (T_OwnershipStructure)
Query intent: Corporate ownership, subsidiaries, and JV structure.

Row 1: sector_name=Banks & NBFCs | child_name=CSB Bank",,
How does LNG curtailment disrupt base oil supply?,T_SupplyDisruption,T_SupplyDisruption,0.853690505027771,supply_chain_disruption,True,"[""LNG"", ""base oil"", ""LNG curtailment""]","[{""entity"": ""LNG"", ""matched_node_name"": ""LNG"", ""matched_id"": ""RM_LNG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""base oil"", ""matched_node_name"": ""Base oil"", ""matched_id"": ""RM_BASEOIL"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LNG curtailment"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <EVENT> disrupt <RAW_MATERIAL> supply?,"{""source_id"": ""RM_LNG""}",primary,1,"Template: supply_chain_disruption (T_SupplyDisruption)
Query intent: Input needs, sourcing geography, and supply-chain exposure.

Row 1: entity_name=LNG | relationship=SOURCED_FROM | linked_name=Qatar | linked_type=GEOGRAPHY",,
Explain the knock-on effect from Gulf producers to INR depreciation.,T_CausalChain,T_CausalChain,0.9604331851005554,causal_chain_path,True,"[""Gulf producers"", ""INR depreciation""]","[{""entity"": ""Gulf producers"", ""matched_node_name"": ""Gulf producers"", ""matched_id"": ""G_GCC"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""INR depreciation"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Explain the knock-on effect from <GEOGRAPHY> to <MACRO_VAR>.,"{""source_id"": ""G_GCC"", ""target_id"": ""M_INR""}",any_path,1,"Template: causal_chain_path (T_CausalChain)
Query intent: Trace causal transmission between two entities through typed edges.

Path 1: Gulf producers -> USD/INR (4 hops)
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> Larsen & Toubro
  Larsen & Toubro -[HEDGES]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[HEDGES]-> Federal Bank
  Federal Bank -[BENEFITS_FROM]-> USD/INR",,
How does oil supply shock disrupt sulphur supply?,T_SupplyDisruption,T_SupplyDisruption,0.853690505027771,supply_chain_disruption,True,"[""sulphur"", ""oil supply shock""]","[{""entity"": ""sulphur"", ""matched_node_name"": ""Sulphur"", ""matched_id"": ""RM_SULPHUR"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""oil supply shock"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <EVENT> disrupt <RAW_MATERIAL> supply?,"{""source_id"": ""RM_SULPHUR""}",primary,1,"Template: supply_chain_disruption (T_SupplyDisruption)
Query intent: Input needs, sourcing geography, and supply-chain exposure.

Row 1: entity_name=Sulphur | relationship=SOURCED_FROM | linked_name=Gulf producers | linked_type=GEOGRAPHY",,
Stress test GIC Re for prolonged geopolitical escalation.,T_EventScenario,T_EventScenario,0.9145027995109558,event_scenario_impact,True,"[""GIC Re"", ""geopolitical escalation""]","[{""entity"": ""GIC Re"", ""matched_node_name"": ""GIC Re"", ""matched_id"": ""C_GICRE"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""geopolitical escalation"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Stress test <COMPANY> for prolonged <EVENT>.,"{""source_id"": ""E_HORMUZ""}",primary,8,"Template: event_scenario_impact (T_EventScenario)
Query intent: Downstream macro and company impact from an event scenario.

Row 1: event_name=Strait of Hormuz disruption | relationship=HURT_BY | impacted_name=India AI infrastructure capex cycle | impacted_type=EVENT
Row 2: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Brent crude price | impacted_type=MACRO_VAR
Row 3: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Global urea/DAP/sulphur price | impacted_type=MACRO_VAR
Row 4: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Gross refining margin | impacted_type=MACRO_VAR
Row 5: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Marine war-risk premium | impacted_type=MACRO_VAR
Row 6: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Saudi LPG contract price | impacted_type=MACRO_VAR
Row 7: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Spot LNG / JKM | impacted_type=MACRO_VAR
Row 8: event_name=Strait of Hormuz disruption | relationship=CAUSES | impacted_name=Tanker freight rates | impacted_type=MACRO_VAR",,
Break down Insurance sensitivity to Singapore GRM.,T_SectorExposure,T_SectorExposure,0.9696508049964905,sector_constituents,True,"[""Singapore GRM""]","[{""entity"": ""Singapore GRM"", ""matched_node_name"": ""Gross refining margin"", ""matched_id"": ""M_GRM"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Break down Insurance sensitivity to <MACRO_VAR>.,"{""entity_id"": ""M_GRM""}",,0,,,
What if Russia disruption lasts six months?,T_EventScenario,T_EventScenario,0.9651682376861572,event_scenario_impact,True,"[""Russia""]","[{""entity"": ""Russia"", ""matched_node_name"": ""Russia"", ""matched_id"": ""G_RUSSIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What if <GEOGRAPHY> disruption lasts six months?,"{""entity_id"": ""G_RUSSIA""}",,0,,,
Scenario analysis for marine war-risk spike on Nifty energy.,T_EventScenario,T_EventScenario,0.8756954669952393,event_scenario_impact,True,"[""marine war-risk spike""]","[{""entity"": ""marine war-risk spike"", ""matched_node_name"": ""Marine war-risk premium"", ""matched_id"": ""M_WARRISK"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Scenario analysis for <MACRO_VAR> on Nifty energy.,"{""entity_id"": ""M_WARRISK""}",single_entity,1,"Template: event_scenario_impact (T_EventScenario)
Query intent: Downstream macro and company impact from an event scenario.

Row 1: event_name=Marine war-risk premium | relationship=HURT_BY | impacted_name=India AI infrastructure capex cycle | impacted_type=EVENT",,
Who wins from marine war-risk spike in Indian markets?,T_Beneficiary,T_Beneficiary,0.5803036689758301,companies_benefiting_from_shock,True,"[""India"", ""marine war-risk spike""]","[{""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""marine war-risk spike"", ""matched_node_name"": ""Marine war-risk premium"", ""matched_id"": ""M_WARRISK"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Who wins from <MACRO_VAR> in <GEOGRAPHY>n markets?,"{""source_id"": ""M_WARRISK""}",primary,1,"Template: companies_benefiting_from_shock (T_Beneficiary)
Query intent: Companies with positive exposure (BENEFITS_FROM) to a shock or macro variable.

Row 1: id=C_NIACL | name=New India Assurance | node_type=COMPANY | shock_name=Marine war-risk premium",,
Which insurers benefit from war-risk premium spike?,T_Beneficiary,T_Beneficiary,0.9751302003860474,companies_benefiting_from_shock,True,"[""war-risk premium""]","[{""entity"": ""war-risk premium"", ""matched_node_name"": ""Marine war-risk premium"", ""matched_id"": ""M_WARRISK"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Which insurers benefit from <MACRO_VAR> spike?,"{""entity_id"": ""M_WARRISK""}",single_entity,1,"Template: companies_benefiting_from_shock (T_Beneficiary)
Query intent: Companies with positive exposure (BENEFITS_FROM) to a shock or macro variable.

Row 1: id=C_NIACL | name=New India Assurance | node_type=COMPANY | shock_name=Marine war-risk premium",,
How does grid evacuation limit Asian Paints?,T_ConstraintRisk,T_ConstraintRisk,0.9749539494514465,constraint_risk_for_entity,True,"[""Asian Paints""]","[{""entity"": ""Asian Paints"", ""matched_node_name"": ""Asian Paints"", ""matched_id"": ""C_ASIANPAINT"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How does grid evacuation limit <COMPANY>?,"{""entity_id"": ""C_ASIANPAINT""}",single_entity,1,"Template: constraint_risk_for_entity (T_ConstraintRisk)
Query intent: Physical or supply bottlenecks constraining an entity or sector.

Row 1: entity_name=Asian Paints | relationship=HURT_BY | constraint_name=Brent crude price | constraint_type=MACRO_VAR",,
What is the price linkage between ammonia and Federal Bank?,T_PriceLinkage,T_PriceLinkage,0.9512993693351746,price_linkage,True,"[""ammonia"", ""Federal Bank""]","[{""entity"": ""ammonia"", ""matched_node_name"": ""Ammonia"", ""matched_id"": ""RM_AMMONIA"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Federal Bank"", ""matched_node_name"": ""Federal Bank"", ""matched_id"": ""C_FEDERALBNK"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What is the price linkage between <RAW_MATERIAL> and <COMPANY>?,"{""source_id"": ""C_FEDERALBNK""}",company_exposure,1,"Template: price_linkage (T_PriceLinkage)
Query intent: Price co-movement between a company/product and a macro or raw material.

Row 1: entity_name=Federal Bank | entity_type=COMPANY | relationship=BENEFITS_FROM | linked_name=USD/INR | linked_type=MACRO_VAR",,
