query,gold_label,predicted_template,template_confidence,template_id,template_match,entities,resolved_entities,masked_query,cypher_parameters,triplet_slots,cypher_strategy,kg_row_count,kg_hop_path,summary,error
How does government intervention affect Shipping & Logistics?,F_Simple,F_Simple,0.5180234389303554,simple_triplet,True,"[""Shipping & Logistics"", ""government intervention""]","[{""entity"": ""Shipping & Logistics"", ""matched_node_name"": ""Shipping & Logistics"", ""matched_id"": ""S_SHIPPING"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""government intervention"", ""matched_node_name"": ""Fertiliser and LPG subsidy bill"", ""matched_id"": ""M_SUBSIDY"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <MACRO_VAR> affect <SECTOR>?,"{""prop1"": ""REGULATED_BY"", ""nn1"": ""SECTOR"", ""nnp1"": ""S_SHIPPING""}","{""nnp1"": ""S_SHIPPING"", ""nnp2"": ""M_SUBSIDY"", ""nnp3"": null, ""prop1"": ""REGULATED_BY"", ""nn1"": ""SECTOR"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,10,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: sector_name=Shipping & Logistics | company_name=Great Eastern Shipping | relationship=BENEFITS_FROM | object_name=Tanker freight rates | object_type=MACRO_VAR
Row 2: sector_name=Shipping & Logistics | company_name=Great Eastern Shipping | relationship=HURT_BY | object_name=Marine war-risk premium | object_type=MACRO_VAR
Row 3: sector_name=Shipping & Logistics | company_name=Shipping Corporation of India | relationship=BENEFITS_FROM | object_name=Tanker freight rates | object_type=MACRO_VAR
Row 4: sector_name=Shipping & Logistics | company_name=Seamec
Row 5: sector_name=Shipping & Logistics | company_name=Adani Ports & SEZ | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 6: sector_name=Shipping & Logistics | company_name=Adani Ports & SEZ | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 7: sector_name=Shipping & Logistics | company_name=JSW Infrastructure
Row 8: sector_name=Shipping & Logistics | company_name=Container Corp of India | relationship=HURT_BY | object_name=Tanker freight rates | object_type=MACRO_VAR
Row 9: sector_name=Shipping & Logistics | company_name=Allcargo Logistics
Row 10: sector_name=Shipping & Logistics | company_name=Transport Corp of India | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
Who are the upside names if crude price rally persists?,F_Simple,F_Simple,0.5527505229950481,simple_triplet,True,"[""crude price rally""]","[{""entity"": ""crude price rally"", ""matched_node_name"": ""Brent crude price"", ""matched_id"": ""M_BRENT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Who are the upside names if <MACRO_VAR> persists?,"{""nnp1"": ""M_BRENT""}","{""nnp1"": ""M_BRENT"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""BENEFITS_FROM"", ""nn1"": ""MACRO_VAR"", ""nn2"": null, ""threshold"": null}",shock_beneficiaries,6,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Balrampur Chini | shock_name=Brent crude price | relationship=BENEFITS_FROM
Row 2: company_name=Indraprastha Gas | shock_name=Brent crude price | relationship=BENEFITS_FROM
Row 3: company_name=Oil & Natural Gas Corp | shock_name=Brent crude price | relationship=BENEFITS_FROM
Row 4: company_name=Oil India | shock_name=Brent crude price | relationship=BENEFITS_FROM
Row 5: company_name=Olectra Greentech | shock_name=Brent crude price | relationship=BENEFITS_FROM
Row 6: company_name=Tata Motors | shock_name=Brent crude price | relationship=BENEFITS_FROM",,
List Indian winners from Gulf producers disruption.,F_Simple,F_Simple,0.643607680888882,simple_triplet,True,"[""India"", ""Gulf producers"", ""Gulf producers disruption""]","[{""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Gulf producers"", ""matched_node_name"": ""Gulf producers"", ""matched_id"": ""G_GCC"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Gulf producers disruption"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",List <GEOGRAPHY>n winners from <EVENT>.,"{""nnp1"": ""G_INDIA""}","{""nnp1"": ""G_INDIA"", ""nnp2"": ""G_GCC"", ""nnp3"": null, ""prop1"": ""BENEFITS_FROM"", ""nn1"": ""GEOGRAPHY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",beneficiary_paths,25,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: India -> Indian Oil (3 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[NEEDS]-> Indian Oil
Path 2: India -> Deepak Fertilisers (3 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Ammonia
  Ammonia -[HEDGES]-> Deepak Fertilisers
Path 3: India -> Oil & Natural Gas Corp (3 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
Path 4: India -> Paradeep Phosphates (3 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[HURT_BY]-> Paradeep Phosphates
Path 5: India -> Larsen & Toubro (4 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> Larsen & Toubro
Path 6: India -> Mangalore Refinery (4 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[OWNS]-> Mangalore Refinery
Path 7: India -> Hindustan Petroleum (4 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[OWNS]-> Hindustan Petroleum
Path 8: India -> KEC International (4 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> KEC International
Path 9: India -> Voltas (4 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> Voltas
Path 10: India -> Olectra Greentech (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[BENEFITS_FROM]-> Olectra Greentech
Path 11: India -> Gujarat State Petronet (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gujarat State Petronet
Path 12: India -> GAIL (India) (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> GAIL (India)
Path 13: India -> Indraprastha Gas (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Indraprastha Gas
Path 14: India -> Mahanagar Gas (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Mahanagar Gas
Path 15: India -> Tata Motors (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[BENEFITS_FROM]-> Tata Motors
Path 16: India -> Transport Corp of India (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[HURT_BY]-> Transport Corp of India
Path 17: India -> Oil India (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[BENEFITS_FROM]-> Oil India
Path 18: India -> Chennai Petroleum (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Chennai Petroleum
Path 19: India -> Gulf Oil Lubricants (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gulf Oil Lubricants
Path 20: India -> Bharat Petroleum (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Bharat Petroleum
Path 21: India -> Reliance Industries (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Reliance Industries
Path 22: India -> Indraprastha Gas (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[BENEFITS_FROM]-> Indraprastha Gas
Path 23: India -> Petronet LNG (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Petronet LNG
Path 24: India -> Hindustan Petroleum (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Hindustan Petroleum
Path 25: India -> Castrol India (5 hops)
  India -[IMPORTS_VIA]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Castrol India",,
Which policy levers matter for Federal Bank in Metals & Mining?,F_QuantMin,F_Simple,0.6404756075211266,simple_triplet,False,"[""Federal Bank"", ""Metals & Mining""]","[{""entity"": ""Federal Bank"", ""matched_node_name"": ""Federal Bank"", ""matched_id"": ""C_FEDERALBNK"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Metals & Mining"", ""matched_node_name"": ""Metals & Mining"", ""matched_id"": ""S_METALS"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Which policy levers matter for <COMPANY> in <SECTOR>?,"{""prop1"": ""REGULATED_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_FEDERALBNK""}","{""nnp1"": ""C_FEDERALBNK"", ""nnp2"": ""S_METALS"", ""nnp3"": null, ""prop1"": ""REGULATED_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""SECTOR"", ""threshold"": null}",single_entity,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Federal Bank | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 2: company_name=Federal Bank | relationship=HEDGES | object_name=Strait of Hormuz disruption | object_type=EVENT",,
What infrastructure constraints affect Shriram Finance?,F_Simple,F_Simple,0.5903450333840459,simple_triplet,True,"[""Shriram Finance""]","[{""entity"": ""Shriram Finance"", ""matched_node_name"": ""Shriram Finance"", ""matched_id"": ""C_SHRIRAMFIN"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What infrastructure constraints affect <COMPANY>?,"{""prop1"": ""CONSTRAINED_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_SHRIRAMFIN""}","{""nnp1"": ""C_SHRIRAMFIN"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CONSTRAINED_BY"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Shriram Finance | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
Which peer has greater tanker freight rates exposure: Shriram Finance or GAIL?,F_LogUnion,F_LogUnion,0.5382019831596545,logical_union,True,"[""tanker freight rates"", ""Shriram Finance"", ""GAIL""]","[{""entity"": ""tanker freight rates"", ""matched_node_name"": ""Tanker freight rates"", ""matched_id"": ""M_FREIGHT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Shriram Finance"", ""matched_node_name"": ""Shriram Finance"", ""matched_id"": ""C_SHRIRAMFIN"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""GAIL"", ""matched_node_name"": ""GAIL (India)"", ""matched_id"": ""C_GAIL"", ""matched_type"": ""COMPANY"", ""similarity"": 0.9724345922470092, ""source"": ""semantic""}]",Which peer has greater <MACRO_VAR> exposure: <COMPANY> or <COMPANY>?,"{""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_SHRIRAMFIN""}","{""nnp1"": ""C_SHRIRAMFIN"", ""nnp2"": ""M_FREIGHT"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",primary,1,"Template: logical_union (F_LogUnion)
Query intent: Union of two relationship patterns from the same subject.

Row 1: subject_name=Shriram Finance | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
Who funds Asian Paints expansion?,F_Simple,F_Simple,0.5990434730699,simple_triplet,True,"[""Asian Paints""]","[{""entity"": ""Asian Paints"", ""matched_node_name"": ""Asian Paints"", ""matched_id"": ""C_ASIANPAINT"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who funds <COMPANY> expansion?,"{""prop1"": ""INVESTS_IN"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_ASIANPAINT""}","{""nnp1"": ""C_ASIANPAINT"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""INVESTS_IN"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Asian Paints | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
What commodities drive Bharat Petroleum cost base?,F_Simple,F_Simple,0.6823570675056381,simple_triplet,True,"[""Bharat Petroleum""]","[{""entity"": ""Bharat Petroleum"", ""matched_node_name"": ""Bharat Petroleum"", ""matched_id"": ""C_BPCL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What commodities drive <COMPANY> cost base?,"{""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_BPCL""}","{""nnp1"": ""C_BPCL"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Bharat Petroleum | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR",,
How do LPG subsidy rules impact Cholamandalam Investment?,F_Simple,F_Simple,0.5773204150186358,simple_triplet,True,"[""LPG"", ""Cholamandalam Investment"", ""LPG subsidy""]","[{""entity"": ""LPG"", ""matched_node_name"": ""LPG"", ""matched_id"": ""RM_LPG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Cholamandalam Investment"", ""matched_node_name"": ""Cholamandalam Investment"", ""matched_id"": ""C_CHOLAFIN"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LPG subsidy"", ""matched_node_name"": ""Fertiliser and LPG subsidy bill"", ""matched_id"": ""M_SUBSIDY"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",How do <MACRO_VAR> rules impact <COMPANY>?,"{""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_CHOLAFIN""}","{""nnp1"": ""C_CHOLAFIN"", ""nnp2"": ""RM_LPG"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",primary,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: subject_name=Cholamandalam Investment | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
What derivative hedges does Bajaj Finance run on fertiliser subsidy bill?,F_Simple,F_Simple,0.7089342374160461,simple_triplet,True,"[""Bajaj Finance"", ""fertiliser subsidy bill""]","[{""entity"": ""Bajaj Finance"", ""matched_node_name"": ""Bajaj Finance"", ""matched_id"": ""C_BAJFINANCE"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""fertiliser subsidy bill"", ""matched_node_name"": ""Fertiliser and LPG subsidy bill"", ""matched_id"": ""M_SUBSIDY"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",What derivative hedges does <COMPANY> run on <MACRO_VAR>?,"{""prop1"": ""HEDGES"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_BAJFINANCE""}","{""nnp1"": ""C_BAJFINANCE"", ""nnp2"": ""M_SUBSIDY"", ""nnp3"": null, ""prop1"": ""HEDGES"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Bajaj Finance | relationship=HURT_BY | object_name=RBI policy rate | object_type=MACRO_VAR",,
Downside scenario for Oil & Gas from tanker freight surge.,F_Simple,F_Simple,0.5768750671061426,simple_triplet,True,"[""Oil & Gas"", ""tanker freight surge""]","[{""entity"": ""Oil & Gas"", ""matched_node_name"": ""Oil & Gas"", ""matched_id"": ""S_OILGAS"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""tanker freight surge"", ""matched_node_name"": ""Tanker freight rates"", ""matched_id"": ""M_FREIGHT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Downside scenario for <SECTOR> from <MACRO_VAR>.,"{""prop1"": ""OWNS"", ""nn1"": ""SECTOR"", ""nnp1"": ""S_OILGAS""}","{""nnp1"": ""S_OILGAS"", ""nnp2"": ""M_FREIGHT"", ""nnp3"": null, ""prop1"": ""OWNS"", ""nn1"": ""SECTOR"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,24,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: sector_name=Oil & Gas | company_name=Oil & Natural Gas Corp | relationship=BENEFITS_FROM | object_name=Brent crude price | object_type=MACRO_VAR
Row 2: sector_name=Oil & Gas | company_name=Oil & Natural Gas Corp | relationship=HURT_BY | object_name=Windfall tax / SAED on upstream | object_type=POLICY
Row 3: sector_name=Oil & Gas | company_name=Oil India | relationship=BENEFITS_FROM | object_name=Brent crude price | object_type=MACRO_VAR
Row 4: sector_name=Oil & Gas | company_name=GAIL (India)
Row 5: sector_name=Oil & Gas | company_name=Indian Oil | relationship=BENEFITS_FROM | object_name=Gross refining margin | object_type=MACRO_VAR
Row 6: sector_name=Oil & Gas | company_name=Indian Oil | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR
Row 7: sector_name=Oil & Gas | company_name=Indian Oil | relationship=REGULATED_BY | object_name=Administered LPG pricing | object_type=POLICY
Row 8: sector_name=Oil & Gas | company_name=Bharat Petroleum | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR
Row 9: sector_name=Oil & Gas | company_name=Hindustan Petroleum | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR
Row 10: sector_name=Oil & Gas | company_name=Mangalore Refinery | relationship=BENEFITS_FROM | object_name=Gross refining margin | object_type=MACRO_VAR
Row 11: sector_name=Oil & Gas | company_name=Mangalore Refinery | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 12: sector_name=Oil & Gas | company_name=Chennai Petroleum | relationship=BENEFITS_FROM | object_name=Gross refining margin | object_type=MACRO_VAR
Row 13: sector_name=Oil & Gas | company_name=Reliance Industries | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 14: sector_name=Oil & Gas | company_name=Petronet LNG | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 15: sector_name=Oil & Gas | company_name=Gujarat State Petronet
Row 16: sector_name=Oil & Gas | company_name=Indraprastha Gas | relationship=BENEFITS_FROM | object_name=Brent crude price | object_type=MACRO_VAR
Row 17: sector_name=Oil & Gas | company_name=Indraprastha Gas | relationship=HURT_BY | object_name=Spot LNG / JKM | object_type=MACRO_VAR
Row 18: sector_name=Oil & Gas | company_name=Mahanagar Gas | relationship=HURT_BY | object_name=Spot LNG / JKM | object_type=MACRO_VAR
Row 19: sector_name=Oil & Gas | company_name=Gujarat Gas | relationship=HURT_BY | object_name=Spot LNG / JKM | object_type=MACRO_VAR
Row 20: sector_name=Oil & Gas | company_name=Gujarat Gas | relationship=REGULATED_BY | object_name=Natural Gas Control Order (rationing) | object_type=POLICY
Row 21: sector_name=Oil & Gas | company_name=Adani Total Gas
Row 22: sector_name=Oil & Gas | company_name=Selan Exploration
Row 23: sector_name=Oil & Gas | company_name=Castrol India | relationship=HURT_BY | object_name=Base oil | object_type=RAW_MATERIAL
Row 24: sector_name=Oil & Gas | company_name=Gulf Oil Lubricants | relationship=HURT_BY | object_name=Base oil | object_type=RAW_MATERIAL",,
How does spot LNG price flow into Refining valuations?,F_Simple,F_Simple,0.5405058024788849,simple_triplet,True,"[""LNG"", ""spot LNG price"", ""Refining""]","[{""entity"": ""LNG"", ""matched_node_name"": ""LNG"", ""matched_id"": ""RM_LNG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""spot LNG price"", ""matched_node_name"": ""Spot LNG / JKM"", ""matched_id"": ""M_LNG_SPOT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}, {""entity"": ""Refining"", ""matched_node_name"": ""Gross refining margin"", ""matched_id"": ""M_GRM"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <MACRO_VAR> flow into <MACRO_VAR> valuations?,"{""nnp2"": ""M_GRM"", ""nnp1"": ""M_LNG_SPOT""}","{""nnp1"": ""M_LNG_SPOT"", ""nnp2"": ""M_GRM"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""MACRO_VAR"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",propagation,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: Spot LNG / JKM -> Gross refining margin (2 hops)
  Spot LNG / JKM -[CAUSES]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Gross refining margin",,
Does Oil India hold stakes in other listed entities?,F_Simple,F_Simple,0.6549795068236035,simple_triplet,True,"[""Oil India"", ""India""]","[{""entity"": ""Oil India"", ""matched_node_name"": ""Oil India"", ""matched_id"": ""C_OIL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}]",Does <COMPANY> hold stakes in other listed entities?,"{""prop1"": ""OWNS"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_OIL""}","{""nnp1"": ""C_OIL"", ""nnp2"": ""G_INDIA"", ""nnp3"": null, ""prop1"": ""OWNS"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Oil India | relationship=BENEFITS_FROM | object_name=Brent crude price | object_type=MACRO_VAR",,
