query,is_gap,method,company_uuid,prop1_list,graph_match_count,kg_row_count,summary,judge_label
"How would a rise in the RBI repo rate be expected to affect PSU banks versus Private banks differently, based on the drivers described?",True,summary_fallback,,['HURT_BY'],0,0,,Not relevant
"How would a slowdown in India's GDP growth be expected to affect Small Finance Banks versus larger universal banks, based on the drivers described?",True,summary_fallback,,"['HURT_BY', 'OWNS']",0,0,,Not relevant
Which banks' valuation-relevant qualitative notes mention the market pricing sovereign ownership differently from private ownership?,True,summary_fallback,,['OWNS'],0,2,The retrieved facts do not cover which banks' valuation-relevant qualitative notes mention the market pricing sovereign ownership differently from private ownership.,Not relevant
Which banks explicitly flag margin as being driven by their CASA/deposit mix?,True,summary_fallback,,"['HAS_METRIC', 'MetricObservation']",0,1,The retrieved facts do not cover which banks explicitly flag margin as being driven by their CASA or deposit mix.,Not relevant
Which banks explicitly flag growth as being driven by retail credit demand and digital acquisition?,True,summary_fallback,,[],0,9,The retrieved facts do not cover which banks explicitly flag growth as being driven by retail credit demand and digital acquisition.,Not relevant
Which banks explicitly flag return on equity as being driven by operating leverage or normalization of provisioning?,True,summary_fallback,,"['HAS_METRIC', 'MetricObservation']",0,1,The retrieved facts do not cover which banks explicitly flag return on equity as being driven by operating leverage or normalization of provisioning.,Not relevant
Which banks explicitly flag the key risk driver as legacy or contingent-liability exposure?,True,summary_fallback,,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO', 'HURT_BY']",0,1,The retrieved facts do not cover which banks explicitly flag legacy or contingent-liability exposure as a key risk driver.,Not relevant
Which banks explicitly flag the key risk driver as asset quality in unsecured or small-ticket lending?,True,summary_fallback,,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",0,1,The retrieved facts do not cover which banks explicitly flag asset quality as the key risk driver in unsecured or small-ticket lending.,Not relevant
Which banks explicitly flag technology or digital-platform uptime as an operational dependency?,True,summary_fallback,,"['HAS_METRIC', 'MetricObservation']",0,1,The retrieved facts do not cover which banks explicitly flag technology or digital-platform uptime as an operational dependency.,Not relevant
Which banks explicitly flag continued regulatory support (RBI or Ministry of Finance) as a named dependency?,True,summary_fallback,,"['REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION']",0,1,The retrieved facts do not cover which banks explicitly flag continued regulatory support as a named dependency.,Relevant
What reporting period do most of the financial figures in this dataset refer to?,True,summary_fallback,,[],0,0,,Not relevant
How does the dataset treat a figure that could not be verified from a reliable source?,True,summary_fallback,,[],0,0,,Not relevant
How does the dataset treat a figure that appeared internally inconsistent across sources?,True,summary_fallback,,[],0,0,,Not relevant
"Which two figures for Bank of India's profit are flagged as inconsistent (standalone vs. consolidated), and which is which?",False,graph_check,1072c755-5223-4800-b399-295cd32a902f,"['HAS_METRIC', 'MetricObservation']",12,12,The retrieved facts do not cover figures for Bank of India's profit flagged as inconsistent between standalone and consolidated statements.,Not relevant
"Which growth figures for Union Bank of India are flagged as coming from a single, lower-confidence secondary source?",True,summary_fallback,775db758-b4be-46f3-9c39-937b6fb14466,[],0,0,,Not relevant
What discrepancy is flagged between IDBI Bank's Q1 FY27 profit and its FY24-25 profit figures?,False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_METRIC', 'MetricObservation']",6,6,"The retrieved facts do not cover any discrepancy flagged between IDBI Bank's Q1 FY27 profit and its FY24-25 profit figures. They only note that the bank reported an FY24-25 net profit of ₹7,515 crore and a Q1 FY27 net interest income of ₹3,486 crore.",Not relevant
What anomaly is flagged in Jammu & Kashmir Bank's net interest income figure?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_METRIC', 'MetricObservation']",7,7,The retrieved facts do not mention any anomaly flagged in Jammu & Kashmir Bank's net interest income figure.,Relevant
What anomaly is flagged in Jana Small Finance Bank's net interest income figure?,False,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,"['HAS_METRIC', 'MetricObservation']",8,8,"Jana Small Finance Bank has a cited net-interest-income figure of ₹15,145 crore, although this reported number appears inconsistent with the bank's actual scale.",Relevant
"What conflicting gross NPA figures are reported for Suryoday Small Finance Bank, and what are the two values?",False,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,"['HAS_METRIC', 'MetricObservation']",7,7,"For Q1 FY27, Suryoday Small Finance Bank has conflicting gross NPA figures reported by different sources for the same period. The two conflicting values are 2.47% and 6.60%.",Relevant
What conflicting rating outlooks are reported for Utkarsh Small Finance Bank between ICRA and CARE?,True,summary_fallback,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,[],0,1,"The retrieved facts do not cover the specific conflicting rating outlooks reported by ICRA and CARE for Utkarsh Small Finance Bank, only noting that ICRA evaluated and gave the bank a revised outlook as of May 22, 2025.",Not relevant
"Which banking segments defined in the underlying ontology (Payments Banks, Foreign Banks) have no listed member companies in this dataset, and why?",False,summary_fallback,,"['BELONGS_TO_SEGMENT', 'CONTAINS']",0,1,"Payments Banks has no other listed member companies in this dataset besides Fino Payments Bank Limited because it is the only one licensed and listed in that segment, while Foreign Banks has no listed member companies at all. The provided facts do not explain why these segments have no other members beyond this single listing.",Relevant
"Is Fino Payments Bank included in this dataset's researched company set, and what is its listing status?",False,summary_fallback,1519c0fb-ae5e-433e-859b-831cf248d912,[],0,3,Fino Payments Bank Limited is included in the researched company set and is licensed and listed as a payments bank.,Relevant
"What two regulators are common to every bank in this dataset, and what does each one govern?",True,summary_fallback,,[],0,0,,Not relevant
What five credit rating agencies (or agency groups) are referenced throughout this dataset?,True,summary_fallback,,['HAS_RATING'],0,0,,Not relevant
"Does this dataset contain any investment recommendations such as buy, sell, hold or a target price?",True,summary_fallback,,[],0,0,,Not relevant
"How many total listed Indian banks does this dataset cover, and how are they split by segment?",True,summary_fallback,daf48486-ea5e-45c2-bef1-7129588f4483,[],0,1,The retrieved facts do not cover the total number of listed Indian banks or how they are split by segment.,Not relevant
As of what date is the scope of this dataset defined?,True,summary_fallback,,[],0,0,,Not relevant
What is the difference in how this dataset presents facts compared to the original structured entity/relationship version it was derived from?,True,summary_fallback,,[],0,0,,Not relevant
"For a bank where a specific figure is marked 'not found,' what should be assumed about that figure?",True,summary_fallback,,[],0,0,,Not relevant
Which banks have a note about board leadership (Chairman or MD & CEO) marked as unconfirmed in this dataset?,True,summary_fallback,,[],0,0,,Not relevant
What is the single primary source cited for State Bank of India's most recent financial metrics in this dataset?,True,graph_check,a512c753-67dc-4353-9004-6e74f5b5d709,['SUPPORTED_BY'],0,1,The retrieved facts do not cover the primary source cited for State Bank of India's most recent financial metrics.,Relevant
What is the single primary source cited for Bank of Baroda's most recent financial metrics in this dataset?,True,graph_check,2254cee1-6db0-4b96-9471-a6a45a3f6b64,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the specific primary source cited for Bank of Baroda's most recent financial metrics.,Relevant
What is the single primary source cited for Punjab National Bank's most recent financial metrics in this dataset?,True,graph_check,28601797-b0b6-4793-bc26-2752ed63056b,['SUPPORTED_BY'],0,1,The retrieved facts do not cover the primary source cited for Punjab National Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Canara Bank's most recent financial metrics in this dataset?,True,graph_check,a436d155-4c3f-46b9-ba63-736f6abcd1cf,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the primary source cited for Canara Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Union Bank of India's most recent financial metrics in this dataset?,True,graph_check,775db758-b4be-46f3-9c39-937b6fb14466,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the primary source cited for Union Bank of India's most recent financial metrics.,Relevant
What is the single primary source cited for Bank of India's most recent financial metrics in this dataset?,True,graph_check,1072c755-5223-4800-b399-295cd32a902f,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the specific primary source cited for Bank of India's most recent financial metrics.,Relevant
What is the single primary source cited for Indian Bank's most recent financial metrics in this dataset?,True,graph_check,daf48486-ea5e-45c2-bef1-7129588f4483,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the primary source cited for Indian Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Central Bank of India's most recent financial metrics in this dataset?,True,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the primary source cited for Central Bank of India's most recent financial metrics.,Relevant
What is the single primary source cited for Indian Overseas Bank's most recent financial metrics in this dataset?,False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['SUPPORTED_BY', 'OPERATES_IN']",5,5,The retrieved facts do not cover the primary source cited for Indian Overseas Bank's most recent financial metrics.,Relevant
What is the single primary source cited for UCO Bank's most recent financial metrics in this dataset?,True,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the primary source cited for UCO Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Bank of Maharashtra's most recent financial metrics in this dataset?,True,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,['SUPPORTED_BY'],0,6,The retrieved facts do not cover the primary source cited for Bank of Maharashtra's most recent financial metrics.,Relevant
What is the single primary source cited for Punjab & Sind Bank's most recent financial metrics in this dataset?,True,graph_check,2b559985-38e8-4787-a4ec-ddb952007279,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the single primary source cited for Punjab & Sind Bank's most recent financial metrics.,Relevant
What is the single primary source cited for HDFC Bank's most recent financial metrics in this dataset?,True,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the single primary source cited for HDFC Bank's most recent financial metrics.,Relevant
What is the single primary source cited for ICICI Bank's most recent financial metrics in this dataset?,True,graph_check,02db780d-0076-4d28-8fb6-d6d5dd1ded13,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the single primary source cited for ICICI Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Axis Bank's most recent financial metrics in this dataset?,True,graph_check,e8b9706a-a447-4e0c-be64-cc5d7acbb11a,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the primary source cited for Axis Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Kotak Mahindra Bank's most recent financial metrics in this dataset?,True,graph_check,7db3e390-676f-4e46-966c-45f455a2e640,['SUPPORTED_BY'],0,4,The retrieved facts do not mention the primary source cited for Kotak Mahindra Bank's most recent financial metrics.,Relevant
What is the single primary source cited for IndusInd Bank's most recent financial metrics in this dataset?,True,graph_check,4212ea87-cc68-4d83-b9de-f99f629011de,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the primary source cited for IndusInd Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Yes Bank's most recent financial metrics in this dataset?,True,graph_check,c456f4b2-ca3b-4494-931c-db4e0c3ff3d8,['SUPPORTED_BY'],0,4,The retrieved facts do not mention the primary source cited for Yes Bank's most recent financial metrics.,Relevant
What is the single primary source cited for IDFC First Bank's most recent financial metrics in this dataset?,True,graph_check,aa5b8ff4-0579-4529-87bb-ad8e214ba77b,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the primary source cited for IDFC First Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Federal Bank's most recent financial metrics in this dataset?,True,graph_check,cdc54c14-4841-485f-9367-55abd39e099e,['SUPPORTED_BY'],0,4,The retrieved facts do not mention the primary source cited for Federal Bank's most recent financial metrics.,Relevant
What is the single primary source cited for RBL Bank's most recent financial metrics in this dataset?,True,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the primary source cited for RBL Bank's most recent financial metrics.,Relevant
What is the single primary source cited for South Indian Bank's most recent financial metrics in this dataset?,True,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the primary source cited for South Indian Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Karur Vysya Bank's most recent financial metrics in this dataset?,True,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the primary source cited for Karur Vysya Bank's most recent financial metrics.,Relevant
What is the single primary source cited for City Union Bank's most recent financial metrics in this dataset?,True,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the primary source cited for City Union Bank's most recent financial metrics.,Relevant
What is the single primary source cited for DCB Bank's most recent financial metrics in this dataset?,True,graph_check,597741f2-edce-4910-b132-f04c2c375a72,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the single primary source cited for DCB Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Karnataka Bank's most recent financial metrics in this dataset?,True,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the primary source cited for Karnataka Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Tamilnad Mercantile Bank's most recent financial metrics in this dataset?,True,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the specific primary source cited for Tamilnad Mercantile Bank's most recent financial metrics.,Relevant
What is the single primary source cited for CSB Bank's most recent financial metrics in this dataset?,True,graph_check,4868e74b-b807-4521-b395-c576e4eda387,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the primary source cited for CSB Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Bandhan Bank's most recent financial metrics in this dataset?,True,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,['SUPPORTED_BY'],0,1,The retrieved facts do not mention the primary source cited for Bandhan Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Jammu & Kashmir Bank's most recent financial metrics in this dataset?,True,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,['SUPPORTED_BY'],0,5,The retrieved facts do not cover the specific primary source cited for Jammu & Kashmir Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Dhanlaxmi Bank's most recent financial metrics in this dataset?,True,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the primary source cited for Dhanlaxmi Bank's most recent financial metrics.,Relevant
What is the single primary source cited for IDBI Bank's most recent financial metrics in this dataset?,True,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the primary source cited for IDBI Bank's most recent financial metrics.,Relevant
What is the single primary source cited for AU Small Finance Bank's most recent financial metrics in this dataset?,True,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,['SUPPORTED_BY'],0,8,The retrieved facts do not cover the primary source cited for AU Small Finance Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Equitas Small Finance Bank's most recent financial metrics in this dataset?,True,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the single primary source cited for Equitas Small Finance Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Ujjivan Small Finance Bank's most recent financial metrics in this dataset?,True,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,['SUPPORTED_BY'],0,3,The retrieved facts do not cover the primary source cited for Ujjivan Small Finance Bank's most recent financial metrics.,Relevant
What is the single primary source cited for ESAF Small Finance Bank's most recent financial metrics in this dataset?,True,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the single primary source cited for ESAF Small Finance Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Utkarsh Small Finance Bank's most recent financial metrics in this dataset?,True,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the single primary source cited for Utkarsh Small Finance Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Suryoday Small Finance Bank's most recent financial metrics in this dataset?,True,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the primary source cited for Suryoday Small Finance Bank's most recent financial metrics.,Relevant
What is the single primary source cited for Jana Small Finance Bank's most recent financial metrics in this dataset?,True,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,['SUPPORTED_BY'],0,4,The retrieved facts do not cover the primary source cited for Jana Small Finance Bank's most recent financial metrics.,Not relevant
"What customer segment does State Bank of India appear to prioritize most, based on its product mix and distribution network?",False,graph_check,a512c753-67dc-4353-9004-6e74f5b5d709,"['OFFERS_PRODUCT', 'SERVES']",9,9,"The retrieved facts do not cover which specific customer segment State Bank of India prioritizes most based on its product mix and distribution network. However, the data shows that the bank serves a diverse range of customers, including retail mass-market customers, High Net Worth Individuals, MSMEs, large corporates, government and institutional clients, and the NRI community, while also issuing credit and debit cards.",Somewhat relevant
"What customer segment does Bank of Baroda appear to prioritize most, based on its product mix and distribution network?",False,graph_check,2254cee1-6db0-4b96-9471-a6a45a3f6b64,"['OFFERS_PRODUCT', 'SERVES']",6,6,The retrieved facts do not cover which specific customer segment Bank of Baroda prioritizes most based on its product mix and distribution network.,Not relevant
"What customer segment does Punjab National Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,28601797-b0b6-4793-bc26-2752ed63056b,"['OFFERS_PRODUCT', 'SERVES']",4,4,"The retrieved facts do not cover which customer segment Punjab National Bank appears to prioritize most, as they only outline the bank's standard deposit and loan suite, gold coins and bullion, insurance distribution, and asset-management products without specifying target demographics.",Not relevant
"What customer segment does Canara Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,a436d155-4c3f-46b9-ba63-736f6abcd1cf,"['OFFERS_PRODUCT', 'SERVES']",0,5,"Based on its product mix and distribution network, Canara Bank appears to prioritize the retail, agricultural, and MSME customer segments, particularly with a strong franchise in South India.",Relevant
"What customer segment does Union Bank of India appear to prioritize most, based on its product mix and distribution network?",False,graph_check,775db758-b4be-46f3-9c39-937b6fb14466,"['OFFERS_PRODUCT', 'SERVES']",4,4,"The retrieved facts do not indicate that Union Bank of India prioritizes one customer segment over another, as the bank serves the MSME, retail, agricultural, and corporate customer segments with its standard product suite and product offerings.",Relevant
"What customer segment does Bank of India appear to prioritize most, based on its product mix and distribution network?",False,graph_check,1072c755-5223-4800-b399-295cd32a902f,"['OFFERS_PRODUCT', 'SERVES']",4,4,"The retrieved facts do not indicate which specific customer segment Bank of India prioritizes most based on its product mix and distribution network, as they only note that the bank serves agricultural, corporate, MSME, and retail customers.",Somewhat relevant
"What customer segment does Indian Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,daf48486-ea5e-45c2-bef1-7129588f4483,"['OFFERS_PRODUCT', 'SERVES']",6,6,"The retrieved facts do not cover which customer segment Indian Bank prioritizes most based on its product mix and distribution network. The provided information only indicates that the bank serves MSME, NRI, retail, agricultural, corporate, and government or institutional customers without specifying any prioritization.",Not relevant
"What customer segment does Central Bank of India appear to prioritize most, based on its product mix and distribution network?",True,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,"['OFFERS_PRODUCT', 'SERVES']",0,5,"Based on its product mix and distribution network, Central Bank of India appears to prioritize the retail, MSME, and agricultural sectors.",Relevant
"What customer segment does Indian Overseas Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['OFFERS_PRODUCT', 'SERVES', 'OPERATES_IN']",11,11,"The retrieved facts do not indicate which specific customer segment Indian Overseas Bank prioritizes most, though they show the bank serves MSME, NRI, retail, agricultural, and corporate customers, and maintains overseas offices to specifically serve the Tamil diaspora.",Somewhat relevant
"What customer segment does UCO Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['OFFERS_PRODUCT', 'SERVES']",0,5,The retrieved facts do not cover the specific customer segment that UCO Bank prioritizes based on its product mix and distribution network.,Not relevant
"What customer segment does Bank of Maharashtra appear to prioritize most, based on its product mix and distribution network?",True,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['OFFERS_PRODUCT', 'SERVES']",0,6,The retrieved facts do not cover what customer segment Bank of Maharashtra appears to prioritize most based on its product mix and distribution network.,Not relevant
"What customer segment does Punjab & Sind Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,2b559985-38e8-4787-a4ec-ddb952007279,"['OFFERS_PRODUCT', 'SERVES']",3,3,"Based on its product mix and distribution network, Punjab & Sind Bank appears to prioritize its agricultural, MSME, and retail franchises, all of which are concentrated in the Punjab region.",Relevant
"What customer segment does HDFC Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['OFFERS_PRODUCT', 'SERVES']",14,14,"The retrieved facts do not indicate which specific customer segment HDFC Bank prioritizes most. However, the bank serves a diverse customer base—including retail, affluent, SME, mid-market, large-corporate, government, and NRI customers—supported by a product mix that spans home loans, auto loans, personal loans, SME and corporate loans, credit cards, and third-party insurance distribution.",Somewhat relevant
"What customer segment does ICICI Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,02db780d-0076-4d28-8fb6-d6d5dd1ded13,"['OFFERS_PRODUCT', 'SERVES']",8,8,"Based on its product mix and distribution network, ICICI Bank appears to prioritize a balanced approach across retail, SME, and corporate segments, as it possesses strong franchises in all three areas alongside offerings for home, auto, and personal loans, credit cards, and specialized business-banking products.",Relevant
"What customer segment does Axis Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,e8b9706a-a447-4e0c-be64-cc5d7acbb11a,"['OFFERS_PRODUCT', 'SERVES']",2,2,"Based on the retrieved facts, the specific customer segment that Axis Bank appears to prioritize most is not covered. However, the facts do note that Axis Bank serves the retail business segment and offers wealth management services under the Burgundy brand.",Somewhat relevant
"What customer segment does Kotak Mahindra Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,7db3e390-676f-4e46-966c-45f455a2e640,"['OFFERS_PRODUCT', 'SERVES']",3,3,"Based on its product mix and distribution network, Kotak Mahindra Bank appears to prioritize the retail and SME segments through a conservative, historically high-margin franchise and a digital banking platform named 811.",Relevant
"What customer segment does IndusInd Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,4212ea87-cc68-4d83-b9de-f99f629011de,"['OFFERS_PRODUCT', 'SERVES']",1,1,The retrieved facts do not cover what customer segment IndusInd Bank prioritizes most based on its product mix and distribution network.,Not relevant
"What customer segment does Yes Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,c456f4b2-ca3b-4494-931c-db4e0c3ff3d8,"['OFFERS_PRODUCT', 'SERVES']",0,4,The retrieved facts do not cover the specific customer segments that Yes Bank prioritizes based on its product mix and distribution network.,Not relevant
"What customer segment does IDFC First Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,aa5b8ff4-0579-4529-87bb-ad8e214ba77b,"['OFFERS_PRODUCT', 'SERVES']",1,1,"The retrieved facts do not cover what customer segment IDFC First Bank appears to prioritize most based on its product mix and distribution network, as the available information only notes that the bank offers fixed deposits to its customers.",Not relevant
"What customer segment does Federal Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,cdc54c14-4841-485f-9367-55abd39e099e,"['OFFERS_PRODUCT', 'SERVES']",3,3,"Federal Bank appears to prioritize its retail base most, as evidenced by a strong tilt toward the Kerala NRI diaspora within its customer segments. Additionally, the bank serves small and medium-sized enterprise clients alongside large-corporate clients.",Relevant
"What customer segment does RBL Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,"['OFFERS_PRODUCT', 'SERVES']",8,8,"Based on its product mix and operations, RBL Bank serves a diverse customer base that includes high-net-worth individuals, MSMEs, large corporates, government entities, young professionals, entrepreneurs, and startups, while also offering credit cards particularly within its digital payments operations. The retrieved facts do not specify which single customer segment the bank prioritizes most among these groups.",Somewhat relevant
"What customer segment does South Indian Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,"['OFFERS_PRODUCT', 'SERVES']",4,4,"The retrieved facts do not provide specific details regarding product mix and distribution network to determine which customer segment South Indian Bank prioritizes most, though they note the bank serves the NRI, retail, corporate, and SME segments.",Somewhat relevant
"What customer segment does Karur Vysya Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,"['OFFERS_PRODUCT', 'SERVES']",4,4,"Based on its product mix and distribution network, Karur Vysya Bank serves the retail, agriculture, and MSME segments, and has highlighted an explicit portfolio shift toward RAM segments on its earnings call.",Relevant
"What customer segment does City Union Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,"['OFFERS_PRODUCT', 'SERVES']",2,2,"Based on its business model, City Union Bank appears to primarily prioritize the MSME and retail customer segments.",Relevant
"What customer segment does DCB Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,597741f2-edce-4910-b132-f04c2c375a72,"['OFFERS_PRODUCT', 'SERVES']",0,3,"Based on its product mix and distribution network, DCB Bank appears to prioritize the retail and SME customer segments. This focus is built around granular secured lending, including mortgages, gold loans, and MSME credit, operating under a universal banking license.",Relevant
"What customer segment does Karnataka Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,"['OFFERS_PRODUCT', 'SERVES']",0,3,"Based on its product mix and distribution network, Karnataka Bank appears to prioritize the retail and SME segments through its universal-bank model. It serves a customer base of over 11 million individuals and businesses utilizing its network of branches, ATMs, cash recyclers, and e-lobbies.",Relevant
"What customer segment does Tamilnad Mercantile Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['OFFERS_PRODUCT', 'SERVES']",0,4,"Tamilnad Mercantile Bank appears to prioritize retail, MSME, and agricultural customer segments most, as reflected in its traditional South India-focused model featuring a heavy gold-loan and rural/semi-urban franchise.",Relevant
"What customer segment does CSB Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['OFFERS_PRODUCT', 'SERVES']",0,3,"The retrieved facts do not cover CSB Bank's product mix, distribution network, or customer segment prioritization.",Not relevant
"What customer segment does Bandhan Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['OFFERS_PRODUCT', 'SERVES']",4,4,"Based on its product mix and distribution network, Bandhan Bank appears to prioritize rural and semi-urban unbanked households, alongside its established microfinance base, micro-entrepreneurs, MSMEs, and corporate customers.",Relevant
"What customer segment does Jammu & Kashmir Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['OFFERS_PRODUCT', 'SERVES']",6,6,"Based on its customer base, Jammu & Kashmir Bank serves a diverse segment that includes corporate clients, government and semi-government employees, farmers, artisans, public sector undertakings, and households. However, the retrieved facts do not indicate which specific customer segment the bank prioritizes most.",Somewhat relevant
"What customer segment does Dhanlaxmi Bank appear to prioritize most, based on its product mix and distribution network?",True,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['OFFERS_PRODUCT', 'SERVES']",0,3,The retrieved facts do not cover what customer segment Dhanlaxmi Bank appears to prioritize most based on its product mix and distribution network.,Not relevant
"What customer segment does IDBI Bank appear to prioritize most, based on its product mix and distribution network?",False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['OFFERS_PRODUCT', 'SERVES']",4,4,"Based on its universal banking business, IDBI Bank serves MSME, retail, agricultural, and corporate customers. The retrieved facts do not indicate that the bank prioritizes any single one of these customer segments over the others.",Relevant
