text,ground_truth
"Which banks have had a rating outlook change (e.g., to Negative or Positive) mentioned in this dataset?","City Union Bank (CARE outlook upgraded Stable to Positive), IndusInd Bank (CRISIL AA+ rating carries a Negative outlook), ESAF Small Finance Bank (CARE outlook moved Negative to Stable), and Utkarsh Small Finance Bank (ICRA outlook revised to Negative)."
Which banks are licensed as universal banks versus small finance banks?,"Universal banking license: all 12 PSU banks, all 20 Private Sector Banks including IDBI Bank. Small-finance-bank license: AU, Equitas, Ujjivan, ESAF, Utkarsh, Suryoday and Jana Small Finance Banks (though AU has received RBI in-principle approval to convert to a universal bank)."
"Which banks hold equity stakes in overseas banking joint ventures, and in which countries?","Bank of Baroda (Zambia joint-venture bank), Punjab National Bank (Bhutan 51%, Nepal 20%, Kazakhstan 41.64%), and Indian Overseas Bank (35% stake in India International Bank (Malaysia))."
"Which banks have subsidiaries offering non-banking services (e.g., credit cards, investment banking, asset management)?","State Bank of India (SBI Caps for investment banking), Bank of Baroda (BOBCARD for credit cards), IDBI Bank (IDBI Capital Markets for investment banking), and Kotak Mahindra Bank (a wider group ecosystem spanning NBFC, insurance, asset management and securities via Kotak Mahindra Asset Management, Kotak Life Insurance and Kotak Securities)."
Which banks distribute third-party insurance or asset-management products?,"Punjab National Bank (life/non-life insurance and asset-management distribution), Canara Bank (Canara HSBC Life Insurance and Canara Robeco Asset Management joint ventures), and Kotak Mahindra Bank (Kotak Life Insurance and Kotak Mahindra Asset Management via its group ecosystem). Karnataka Bank is separately building an insurance-distribution push branded 'Insurance for all by 2047.'"
"Which banks are exposed to litigation or legal-settlement risk, and what is the nature of that exposure?","Bank of Baroda, where a ₹5,680 crore legal settlement tied to the long-running NMC Health matter drove a 72% year-on-year fall in reported net profit."
"Which banks disclose a Chairman separate from the MD & CEO role, and which combine the roles?","Banks with a separately named non-executive Chairman distinct from the MD & CEO include Punjab National Bank, Central Bank of India, Punjab & Sind Bank, Axis Bank, Kotak Mahindra Bank, Federal Bank, City Union Bank, Karur Vysya Bank, Karnataka Bank, DCB Bank, South Indian Bank, and several small finance banks (AU, Equitas, Ujjivan, ESAF, Utkarsh, Suryoday, Jana). State Bank of India's top executive instead carries the title Chairman rather than MD & CEO under the SBI Act."
Which banks have LIC (Life Insurance Corporation of India) as a disclosed shareholder?,"State Bank of India (LIC 8.70%), Punjab National Bank (LIC's specific share not found within a combined institutional figure), Central Bank of India (LIC 3.16%), UCO Bank (LIC 2.31%), Punjab & Sind Bank (LIC 1.33%), Jammu & Kashmir Bank (LIC 1.33%), Federal Bank (LIC ~3.61%), and Yes Bank (via ICICI Prudential Life Insurance-adjacent holders is not LIC; disregard). ICICI Bank separately cites LIC at around 7% in dated figures."
"Which banks have FIIs, NRIs or GDR holders disclosed as a shareholder category, and what percentage do they hold?","State Bank of India (FIIs/NRIs/GDRs 12.49%), Punjab National Bank (FIIs/NRIs/OCBs 6.59%), Union Bank of India (FII 8.63%), Bank of India (government stake cited, FII share not isolated), UCO Bank, HDFC Bank (FIIs 41.82%), ICICI Bank (FIIs roughly 45%, dated), Axis Bank (FIIs 39.91%), Kotak Mahindra Bank (FIIs 25.21%), IDFC First Bank (FIIs 36.10%), Federal Bank (FIIs ~26.3%), South Indian Bank (FIIs ~24.2%), Karur Vysya Bank (FIIs/FPIs ~15.8%), City Union Bank (FIIs ~28.0%), Dhanlaxmi Bank (FIIs ~15.31%), AU Small Finance Bank (FPIs ~37.68%), and Utkarsh Small Finance Bank (FIIs 11.90%)."
"Which banks have mutual funds or UTI disclosed as shareholders, and what percentage do they hold?","State Bank of India (mutual funds and UTI 13.57%), Axis Bank (mutual funds 33.00% of domestic institutions), Kotak Mahindra Bank (mutual funds 24.50%), IDFC First Bank (mutual funds 12.76%), Federal Bank (via HDFC Mutual Fund ~7.04%), Karur Vysya Bank (via HDFC Mutual Fund ~7.57%), City Union Bank (via SBI Mutual Fund ~7.86%), Ujjivan Small Finance Bank (mutual funds overall 14.83%), and Equitas Small Finance Bank (mutual funds overall ~37.27%)."
Which banks' promoter or government shareholding percentage could not be confirmed in this dataset?,Bank of Baroda's exact current government shareholding percentage was not found; Union Bank of India's ~74.76% figure has an ambiguous reporting period; Indian Overseas Bank's post-offer-for-sale holding was not precisely found; Bank of Maharashtra's post-offer-for-sale figure was likewise not precisely found; and Bank of India's 73.38% figure has an unspecified reporting period.
Which banks are named as competitors of HDFC Bank and ICICI Bank in this dataset?,"HDFC Bank and ICICI Bank are named as the private-bank peers to whom State Bank of India is losing retail and digital market share, per SBI's own SWOT analysis in this dataset."
Which banks are named as competitors of State Bank of India in this dataset?,HDFC Bank and ICICI Bank are named in this dataset as the private banks taking retail and digital market share from State Bank of India.
Which banks are named as competitors of the leading Small Finance Banks in this dataset?,AU Small Finance Bank is cited by comparison to ESAF Small Finance Bank on gross NPA (2.10% versus ESAF's 5.40%); Ujjivan Small Finance Bank is cited by comparison to Jana Small Finance Bank on return on equity (18.2% versus Jana's 8%).
Which banks source their financial metrics primarily from Q1 FY27 (quarter ended June 2026) investor disclosures?,"The large majority of banks in this dataset — the methodology note states most figures refer to the quarter ended 30 June 2026 (Q1 FY27), the most recent common reporting period available when the document was compiled."
Which banks have metrics sourced from a single secondary source flagged as lower-confidence?,"Union Bank of India (advances/deposit growth from a single social-media-sourced citation), IDBI Bank (a Q1 FY27 profit figure that does not reconcile with its FY24-25 full-year profit), Bank of Maharashtra (a CRISIL A1+ reaffirmation dating to November 2024 without a confirmed 2026 refresh), and UCO Bank (an FY26 net-profit figure carrying only medium confidence given its secondary sourcing)."
Which banks have a BOBCARD-style or dedicated card-issuing subsidiary?,"Bank of Baroda, which issues credit cards through its BOBCARD subsidiary."
Which banks explicitly mention Basel III capital norms as a regulatory dependency?,"Every bank in this dataset is regulated by the RBI under Basel III capital norms, as stated in the document's shared methodology note; it is not singled out for particular banks beyond that blanket statement."
Which banks explicitly mention priority-sector-lending mandates as a regulatory dependency?,"Punjab National Bank's customer base is described as skewing toward MSME and agriculture; more broadly, the priority-sector-lending mandate is named as a shared RBI dependency for every bank in this dataset per the methodology note, rather than being called out bank-by-bank."
Which banks mention SEBI's minimum public shareholding or takeover code as a specific regulatory dependency?,"Indian Overseas Bank, whose government stake-sale process is explicitly tied to minimum-public-shareholding norms, and Punjab & Sind Bank, described as facing 'the most acute minimum-public-shareholding compliance pressure of any bank in this document' given its 93.85% government stake. UCO Bank and Bank of Maharashtra are also both described as subject to minimum-public-shareholding compliance amid ongoing government stake dilution."
"Which banks have overseas representative offices as distinct from full branches, and where?","Punjab National Bank (Kazakhstan, UAE, China, Norway, Australia), Indian Overseas Bank (Guangzhou, Kuala Lumpur, Dubai), Federal Bank (Abu Dhabi, Dubai), and UCO Bank (Tehran)."
"Which banks' NRI banking services are tied to a specific geographic remittance corridor (e.g., Gulf or African)?","Bank of Baroda (Gulf and African NRI remittance corridors), Indian Overseas Bank (the Tamil diaspora through its overseas offices), and Federal Bank (NRI remittance flows linked to Kerala)."
How does the RBI repo rate influence net interest margin across the banks in this dataset?,"The dataset states, for every bank, that the RBI repo rate influences net interest margin through deposit and loan repricing — an identical, blanket driver rather than a bank-specific one."
How does India's GDP growth rate influence loan demand across the banks in this dataset?,"The dataset states, for every bank, that India's GDP growth influences loan demand — an identical, blanket driver rather than a bank-specific one."
Which banks are most sensitive to interest-rate risk because of their deposit-book composition?,"State Bank of India is explicitly flagged for interest-rate risk given the size of its deposit base; more generally, banks with large deposit books (SBI, HDFC Bank, ICICI Bank, the larger PSU banks) are described as exposed to interest-rate risk from deposit repricing."
Which banks are most sensitive to credit risk because of large corporate loan exposure?,"State Bank of India (large corporate loan book), Axis Bank (concentration risk from rapid corporate-loan growth), Punjab National Bank (legacy large corporate NPAs) and Bank of Baroda (litigation risk tied to the NMC Health corporate exposure)."
Which banks are most exposed to cyber risk given the scale of their digital user base?,"State Bank of India, explicitly flagged for cyber risk given the scale of its digital user base."
Which banks are most exposed to currency or overseas-regulatory risk because of their international footprint?,"Bank of Baroda (24-country operational complexity, multiple overseas regulators), Punjab National Bank (UK, Hong Kong, Dubai, Afghanistan branches and Bhutan/Nepal/Kazakhstan joint ventures), Indian Overseas Bank (government stake-sale/regulatory risk tied to its international book), and RBL Bank (regulatory risk from RBI's foreign-bank majority-ownership rules following the Emirates NBD acquisition)."
Which banks are most exposed to funding-cost risk from a declining CASA ratio?,"Bank of Baroda (CASA declining, rising bulk/CD funding reliance), Central Bank of India (advances outgrowing deposits), Indian Overseas Bank (CASA erosion alongside a rising credit-deposit ratio), IndusInd Bank (CASA decline to 29.43%), Yes Bank (CASA decline of 240 basis points quarter-on-quarter), DCB Bank (CASA at 21.65%, among the lowest reviewed), and ESAF Small Finance Bank (CASA decline to 23.39%)."
Which banks are most exposed to asset-quality risk in unsecured retail or MSME lending?,"HDFC Bank (unsecured retail and agricultural lending), ICICI Bank (pace of unsecured retail growth), IDFC First Bank (residual wholesale-book legacy), RBL Bank (unsecured retail and credit-card book), Bandhan Bank (EEB/microfinance cyclicality), and the small finance banks generally (residual microfinance-sector stress, most acutely Utkarsh and ESAF)."
Which banks are most exposed to concentration risk in a specific geography?,"Canara Bank (South Indian, Karnataka-concentrated), Central Bank of India (legacy branch-heavy network), Punjab & Sind Bank (Punjab-region concentration), Jammu & Kashmir Bank (J&K and Ladakh concentration), Karur Vysya Bank, City Union Bank and Tamilnad Mercantile Bank (Tamil Nadu concentration), Bandhan Bank (East and Northeast India concentration), and Bank of Maharashtra (Maharashtra and western India concentration)."
Which banks are most exposed to risk from legacy corporate NPAs or past fraud incidents?,Punjab National Bank (legacy corporate NPAs including past fraud incidents) and Bank of Baroda (the NMC Health legal settlement).
"How would a rise in the RBI repo rate be expected to affect PSU banks versus Private banks differently, based on the drivers described?","A rise in the repo rate would, per the dataset's shared driver language, feed through to net interest margin via deposit and loan repricing for both groups; the dataset does not give a differentiated PSU-versus-Private sensitivity analysis beyond that shared statement."
"How would a slowdown in India's GDP growth be expected to affect Small Finance Banks versus larger universal banks, based on the drivers described?","The dataset does not give a differentiated Small-Finance-Bank-versus-universal-bank GDP sensitivity analysis; it only states, for every bank alike, that GDP growth influences loan demand."
Which banks' valuation-relevant qualitative notes mention the market pricing sovereign ownership differently from private ownership?,"State Bank of India is the only bank in this dataset whose notes explicitly raise the question of how the market prices a sovereign-owned bank against private peers, with no target price implied."
Which banks explicitly flag margin as being driven by their CASA/deposit mix?,"Every bank in this dataset carries the same stated margin driver — the CASA/deposit mix — per the recurring 'drivers' language used for each bank (e.g., State Bank of India, Bank of Baroda, Punjab National Bank, Canara Bank, and effectively all others in the document)."
Which banks explicitly flag growth as being driven by retail credit demand and digital acquisition?,State Bank of India explicitly flags growth as coming from retail credit demand and digital acquisition via YONO; Indian Bank flags growth from its RAM and infrastructure push and digital-transaction growth.
Which banks explicitly flag return on equity as being driven by operating leverage or normalization of provisioning?,"Punjab National Bank (return on equity from continued normalization of provisioning after asset-quality cleanup), Bank of Baroda (return on equity from normalization once the one-off NMC drag passes), Bank of India (return on equity from continued improvement in credit cost and slippage trends), and IndusInd Bank (return on equity from normalizing after remediation-related costs)."
Which banks explicitly flag the key risk driver as legacy or contingent-liability exposure?,Bank of Baroda (legal and contingent-liability exposure from the NMC settlement) and Punjab National Bank (residual legacy corporate exposure).
Which banks explicitly flag the key risk driver as asset quality in unsecured or small-ticket lending?,"State Bank of India (asset quality in unsecured retail and MSME lending) and IDFC First Bank (residual wholesale-book credit costs) are the closest explicit matches; more broadly, several small finance banks flag microfinance/small-ticket asset quality as their key risk driver."
Which banks explicitly flag technology or digital-platform uptime as an operational dependency?,"State Bank of India, which depends on the uptime of its YONO platform, and ICICI Bank, which depends on the reliability of its iMobile Pay and InstaBIZ digital platforms."
Which banks explicitly flag continued regulatory support (RBI or Ministry of Finance) as a named dependency?,"State Bank of India, which depends on continued regulatory support from the RBI and Ministry of Finance."
What reporting period do most of the financial figures in this dataset refer to?,"Most figures refer to the quarter ended 30 June 2026 (Q1 FY27), the most recent common reporting period available when the document was compiled on 15 September 2026."
How does the dataset treat a figure that could not be verified from a reliable source?,It is reported as 'not found' rather than estimated.
How does the dataset treat a figure that appeared internally inconsistent across sources?,It is called out explicitly as unresolved rather than silently picked.
"Which two figures for Bank of India's profit are flagged as inconsistent (standalone vs. consolidated), and which is which?","Bank of India's standalone net profit of ₹3,068 crore versus a separately reported 'consolidated' figure of ₹1,747.39 crore, which does not reconcile with it."
"Which growth figures for Union Bank of India are flagged as coming from a single, lower-confidence secondary source?","Union Bank of India's Q1 FY27 advances growth of 12.50% year-on-year and deposit growth of just 3.50%, both cited only in a single lower-confidence secondary source (a social-media summary of the investor presentation, July 2026) rather than the bank's own investor-presentation PDF."
What discrepancy is flagged between IDBI Bank's Q1 FY27 profit and its FY24-25 profit figures?,"IDBI Bank's secondary-sourced Q1 FY27 net profit of ₹2,115 crore, up 5% year-on-year, does not reconcile with its FY24-25 full-year profit of ₹7,515 crore."
What anomaly is flagged in Jammu & Kashmir Bank's net interest income figure?,"A reported Q1 FY27 net-interest-income figure of ₹3,546.08 crore looks anomalously large relative to Jammu & Kashmir Bank's balance-sheet scale and may reflect a source-side error; it is not reported as confirmed."
What anomaly is flagged in Jana Small Finance Bank's net interest income figure?,"An extracted net-interest-income figure of ₹15,145 crore appears inconsistent with Jana Small Finance Bank's actual scale and is not reported as fact, though the accompanying 22.07% year-on-year growth rate is retained as directionally informative."
"What conflicting gross NPA figures are reported for Suryoday Small Finance Bank, and what are the two values?",Suryoday Small Finance Bank's gross NPA is reported as 2.47% by one source and 6.60% by another for the same period; this discrepancy could not be resolved and should be checked against the bank's own primary filing.
What conflicting rating outlooks are reported for Utkarsh Small Finance Bank between ICRA and CARE?,"ICRA revised Utkarsh Small Finance Bank's rating outlook to Negative on 22 May 2025 over asset-quality concerns, while CARE Ratings assigned an A- Stable rating to a proposed ₹500 crore Tier II bond and reaffirmed existing bonds in September 2026 — the two agencies' assessments diverge, and the dataset does not attempt to resolve that divergence."
"Which banking segments defined in the underlying ontology (Payments Banks, Foreign Banks) have no listed member companies in this dataset, and why?","Payments Banks and Foreign Banks. No Payments Bank or Foreign Bank currently trades as a standalone listing on an Indian exchange other than Fino Payments Bank (ticker FINOPB), which was out of scope for this research pass; no Foreign Bank has a standalone Indian listing at all, so that segment is structurally empty rather than omitted."
"Is Fino Payments Bank included in this dataset's researched company set, and what is its listing status?","No — Fino Payments Bank Limited (ticker FINOPB) is listed and licensed as a Payments Bank, but it was not researched in this pass, which was scoped to Public Sector, Private Sector and Small Finance Banks only."
"What two regulators are common to every bank in this dataset, and what does each one govern?","The Reserve Bank of India (licensing, Basel III capital norms, priority-sector-lending mandates) and the Securities and Exchange Board of India (listed-company disclosure, minimum public shareholding, takeover code)."
What five credit rating agencies (or agency groups) are referenced throughout this dataset?,"CRISIL Ratings, ICRA, CARE Ratings, India Ratings (part of the Fitch group), and Fitch Ratings directly."
"Does this dataset contain any investment recommendations such as buy, sell, hold or a target price?","No — no investment recommendations (buy, sell, hold, or a target price) appear anywhere in this document."
"How many total listed Indian banks does this dataset cover, and how are they split by segment?","39 listed Indian banks: 12 Public Sector Banks, 20 Private Sector Banks, and 7 Small Finance Banks."
As of what date is the scope of this dataset defined?,"The scope is defined as of 15 September 2026, the date the document was compiled."
What is the difference in how this dataset presents facts compared to the original structured entity/relationship version it was derived from?,"This document presents the same researched facts as flowing narrative prose per bank, without the entity_id/backtick/arrow-relationship/claim_id structured notation used in the original ontology-style version."
"For a bank where a specific figure is marked 'not found,' what should be assumed about that figure?",It should be assumed the figure could not be verified from a reliable source in this research pass — not that it does not exist or is zero.
Which banks have a note about board leadership (Chairman or MD & CEO) marked as unconfirmed in this dataset?,"Bank of Baroda, Canara Bank (sources conflicted on whether Vijay Srirangan still holds the chairman role), Union Bank of India (sources conflicted on whether Srinivasan Varadarajan still holds the role), Indian Bank, Bank of Maharashtra, UCO Bank (MD & CEO transition status unclear), Indian Overseas Bank (chairman confirmed but via lower-confidence sourcing), IndusInd Bank, IDFC First Bank, Yes Bank (MD & CEO name only medium confidence), Tamilnad Mercantile Bank, CSB Bank, Bandhan Bank, and Dhanlaxmi Bank."
What is the single primary source cited for State Bank of India's most recent financial metrics in this dataset?,"Investing.com's summary of SBI's Q1 FY27 investor slides (August 2026), plus hellobanker.in's shareholding pattern for March 2026."
What is the single primary source cited for Bank of Baroda's most recent financial metrics in this dataset?,PSUConnect and Investing.com coverage of the bank's Q1 FY27 slides (July-August 2026); Business Standard/PSUConnect for the NMC settlement.
What is the single primary source cited for Punjab National Bank's most recent financial metrics in this dataset?,Investing.com's summary of PNB's Q1 FY27 slides; hellobanker.in's FY26 shareholding-pattern release; PSUConnect (February 2026) for the Fitch rating action.
What is the single primary source cited for Canara Bank's most recent financial metrics in this dataset?,Investing.com (July 2026) and Business Upturn for the shareholding figure.
What is the single primary source cited for Union Bank of India's most recent financial metrics in this dataset?,"HRKatha, Exchange4Media and MarketScreener for leadership; a single lower-confidence secondary source (a social-media summary of the investor presentation, July 2026) for growth figures — explicitly flagged as needing re-verification."
What is the single primary source cited for Bank of India's most recent financial metrics in this dataset?,Investing.com's earnings-call transcript summary (July 2026).
What is the single primary source cited for Indian Bank's most recent financial metrics in this dataset?,CRISIL's rating rationale (6 February 2026); The Tribune (2026) and indianmasterminds.com (July 2026) for management commentary and deposit growth.
What is the single primary source cited for Central Bank of India's most recent financial metrics in this dataset?,Investing.com/Business Standard (July 2026); Trendlyne for the shareholding figure.
What is the single primary source cited for Indian Overseas Bank's most recent financial metrics in this dataset?,Business Standard (21 July 2026); scanx.trade for the shareholding figure.
What is the single primary source cited for UCO Bank's most recent financial metrics in this dataset?,Upstox (2026) for management commentary; TradingView/Reuters for advances growth; Trendlyne for shareholding.
What is the single primary source cited for Bank of Maharashtra's most recent financial metrics in this dataset?,Business Standard (6 July 2026) and Investing.com (July 2026); Trendlyne for shareholding.
What is the single primary source cited for Punjab & Sind Bank's most recent financial metrics in this dataset?,Business Standard (2 June 2025 and 21 July 2026); Trendlyne for shareholding; Tradebrains.in (July 2026).
What is the single primary source cited for HDFC Bank's most recent financial metrics in this dataset?,HDFC Bank's own Q1 FY27 earnings presentation; Business Standard (18 July 2026); Screener.in for shareholding.
What is the single primary source cited for ICICI Bank's most recent financial metrics in this dataset?,ICICI Bank's own performance review for the quarter ended 30 June 2026.
What is the single primary source cited for Axis Bank's most recent financial metrics in this dataset?,kotakneo.com and BusinessToday (18 July 2026); Choice India for shareholding.
What is the single primary source cited for Kotak Mahindra Bank's most recent financial metrics in this dataset?,sahi.com's summary of the bank's Q1 FY27 results; Choice India for shareholding; Bloomberg (10 March 2026) for the capital-deployment remark.
What is the single primary source cited for IndusInd Bank's most recent financial metrics in this dataset?,sahi.com's summary of the bank's Q1 FY27 results; Outlook Business (2025) and Business Standard for the derivatives matter and promoter stake.
What is the single primary source cited for Yes Bank's most recent financial metrics in this dataset?,Business Standard (18 September 2025); sahi.com's summary of Q1 FY27 results; psuconnect.in (July 2026).
What is the single primary source cited for IDFC First Bank's most recent financial metrics in this dataset?,scanx.trade and EquityBulls' coverage of the bank's Q1 FY27 results; Choice India for shareholding.
What is the single primary source cited for Federal Bank's most recent financial metrics in this dataset?,Upstox's summary of the bank's Q1 FY27 results; Trendlyne (December 2024) for shareholding.
What is the single primary source cited for RBL Bank's most recent financial metrics in this dataset?,Business Standard (18 June 2026) and Gulf Business (2026); CRISIL (22 June 2026) for the rating action.
What is the single primary source cited for South Indian Bank's most recent financial metrics in this dataset?,Business Standard (8 July 2026 and July 2026); Trendlyne (March 2026) for shareholding.
What is the single primary source cited for Karur Vysya Bank's most recent financial metrics in this dataset?,kvb.bank.in and Trendlyne (September 2025).
What is the single primary source cited for City Union Bank's most recent financial metrics in this dataset?,Investing.com's summary of the bank's Q1 FY27 results; Goodreturns for the CEO transition.
What is the single primary source cited for DCB Bank's most recent financial metrics in this dataset?,the AKFED's own website and the bank's Q1 FY27 investor presentation; Business Standard (September 2025).
What is the single primary source cited for Karnataka Bank's most recent financial metrics in this dataset?,Screener.in.
What is the single primary source cited for Tamilnad Mercantile Bank's most recent financial metrics in this dataset?,tmb.bank.in and the bank's own FY26 investor update.
What is the single primary source cited for CSB Bank's most recent financial metrics in this dataset?,Fairfax India's own press release and Business Standard (28 June 2024); CRISIL (20 May 2026).
What is the single primary source cited for Bandhan Bank's most recent financial metrics in this dataset?,CRISIL's own rating rationale; the bank's Q1 FY27 disclosures.
What is the single primary source cited for Jammu & Kashmir Bank's most recent financial metrics in this dataset?,jkb.bank.in; Trendlyne (June 2025) for shareholding; CARE Ratings (15 September 2025).
What is the single primary source cited for Dhanlaxmi Bank's most recent financial metrics in this dataset?,Trendlyne (March 2025); Wikipedia for the 2020 governance dispute.
What is the single primary source cited for IDBI Bank's most recent financial metrics in this dataset?,"Figures compiled by Grokipedia citing regulatory filings (August 2025); a lower-confidence secondary source for Q1 FY27 figures, explicitly flagged as not reconciling with the FY24-25 full-year figure."
What is the single primary source cited for AU Small Finance Bank's most recent financial metrics in this dataset?,ICRA's own rating rationale; the bank's Q1 FY27 disclosures.
What is the single primary source cited for Equitas Small Finance Bank's most recent financial metrics in this dataset?,"CARE Ratings (7 September 2026), based on audited FY26 and provisional Q1 FY27 results."
What is the single primary source cited for Ujjivan Small Finance Bank's most recent financial metrics in this dataset?,InvestyWise (1 September 2026); Trendlyne (September 2025) for shareholding.
What is the single primary source cited for ESAF Small Finance Bank's most recent financial metrics in this dataset?,Trendlyne (September 2025); CARE Ratings (2 September 2026).
What is the single primary source cited for Utkarsh Small Finance Bank's most recent financial metrics in this dataset?,Screener.in for the promoter-dilution figures; ICRA (22 May 2025) and CARE Ratings (September 2026) for the diverging rating actions.
What is the single primary source cited for Suryoday Small Finance Bank's most recent financial metrics in this dataset?,A financial-data aggregator's analysis of the bank's disclosures.
What is the single primary source cited for Jana Small Finance Bank's most recent financial metrics in this dataset?,Wikipedia for the TPG Capital/HarbourVest Partners backing; a financial-data aggregator for ratings commentary.
"What customer segment does State Bank of India appear to prioritize most, based on its product mix and distribution network?","Retail mass-market customers alongside HNIs, MSMEs, large corporates, government/institutional clients and the NRI community, distributed through its unmatched branch/ATM/YONO network."
"What customer segment does Bank of Baroda appear to prioritize most, based on its product mix and distribution network?","Retail, MSME, large-corporate, NRI and government customers, with a notable Gulf/African NRI remittance-corridor dependency."
"What customer segment does Punjab National Bank appear to prioritize most, based on its product mix and distribution network?",MSME and agriculture customers in the north Indian market it has historically dominated.
"What customer segment does Canara Bank appear to prioritize most, based on its product mix and distribution network?","South Indian retail, agricultural and MSME customers."
"What customer segment does Union Bank of India appear to prioritize most, based on its product mix and distribution network?","Retail, MSME, agricultural and corporate customers."
"What customer segment does Bank of India appear to prioritize most, based on its product mix and distribution network?","Retail, MSME, agricultural and corporate customers."
"What customer segment does Indian Bank appear to prioritize most, based on its product mix and distribution network?","Retail, MSME, agricultural, corporate, government/institutional and NRI customers, with a strategic RAM (retail, agriculture, MSME) and infrastructure-lending focus."
"What customer segment does Central Bank of India appear to prioritize most, based on its product mix and distribution network?","Retail, MSME and agricultural customers."
"What customer segment does Indian Overseas Bank appear to prioritize most, based on its product mix and distribution network?","Retail, MSME, agricultural, corporate and NRI customers, including the Tamil diaspora through overseas offices."
"What customer segment does UCO Bank appear to prioritize most, based on its product mix and distribution network?",A historically strong retail and corporate presence in East and Northeast India.
"What customer segment does Bank of Maharashtra appear to prioritize most, based on its product mix and distribution network?",Broad PSU retail base concentrated in Maharashtra and western India.
"What customer segment does Punjab & Sind Bank appear to prioritize most, based on its product mix and distribution network?","Punjab-region-concentrated retail, agricultural and MSME customers."
"What customer segment does HDFC Bank appear to prioritize most, based on its product mix and distribution network?","Retail, affluent, NRI, SME, mid-market, large-corporate and government customers."
"What customer segment does ICICI Bank appear to prioritize most, based on its product mix and distribution network?","Retail, SME and corporate customers, with rural lending as the fastest-growing segment (up 35.4%)."
"What customer segment does Axis Bank appear to prioritize most, based on its product mix and distribution network?","Retail, corporate and SME customers, with a Burgundy-branded wealth-management arm."
"What customer segment does Kotak Mahindra Bank appear to prioritize most, based on its product mix and distribution network?","Retail and SME customers within a conservative, historically high-margin franchise."
"What customer segment does IndusInd Bank appear to prioritize most, based on its product mix and distribution network?","Retail (~50%), wholesale (~37%) and SME (~13%) borrowers, historically strong in vehicle finance and microfinance."
"What customer segment does IDFC First Bank appear to prioritize most, based on its product mix and distribution network?","Retail and MSME depositors and borrowers across ""60,000-plus cities, towns and villages."""
"What customer segment does Federal Bank appear to prioritize most, based on its product mix and distribution network?","Kerala NRI diaspora retail customers, alongside SME and large-corporate clients."
"What customer segment does RBL Bank appear to prioritize most, based on its product mix and distribution network?","More than 15 million customers spanning young professionals, HNIs, entrepreneurs, startups, MSMEs, large corporates and government entities."
"What customer segment does South Indian Bank appear to prioritize most, based on its product mix and distribution network?","South Indian, particularly Kerala, retail and NRI customers."
"What customer segment does Karur Vysya Bank appear to prioritize most, based on its product mix and distribution network?","RAM segments — retail, agriculture and MSME — plus a newly targeted HNI segment via its Hyderabad branch."
"What customer segment does City Union Bank appear to prioritize most, based on its product mix and distribution network?",Tamil Nadu-centric retail and MSME customers.
"What customer segment does DCB Bank appear to prioritize most, based on its product mix and distribution network?","Retail and SME customers through granular secured lending (mortgages, gold loans, MSME credit)."
"What customer segment does Karnataka Bank appear to prioritize most, based on its product mix and distribution network?","More than 11 million customers as of a 2023 count, retail- and SME-focused."
"What customer segment does Tamilnad Mercantile Bank appear to prioritize most, based on its product mix and distribution network?","South India-focused retail, MSME and agricultural customers, with a heavy gold-loan and rural/semi-urban franchise."
"What customer segment does CSB Bank appear to prioritize most, based on its product mix and distribution network?","Gold-loan, SME/wholesale and retail customers in Kerala."
"What customer segment does Bandhan Bank appear to prioritize most, based on its product mix and distribution network?","Micro-entrepreneurs and rural/semi-urban unbanked households, alongside affordable-housing, MSME and corporate customers."
"What customer segment does Jammu & Kashmir Bank appear to prioritize most, based on its product mix and distribution network?","Government and semi-government employees, farmers, artisans, PSUs, corporates and households across J&K and Ladakh."
"What customer segment does Dhanlaxmi Bank appear to prioritize most, based on its product mix and distribution network?","Small, Kerala-origin retail customer base."
"What customer segment does IDBI Bank appear to prioritize most, based on its product mix and distribution network?","Retail, corporate, MSME and agricultural customers on a legacy development-finance and infrastructure-lending base."
"What customer segment does AU Small Finance Bank appear to prioritize most, based on its product mix and distribution network?","Vehicle-finance, MSME, retail and wholesale customers, tracking the auto-sales cycle."
"What customer segment does Equitas Small Finance Bank appear to prioritize most, based on its product mix and distribution network?","Small-business/MSE, vehicle-finance, affordable-housing and microfinance customers, with microfinance deliberately capped near 10% of the book."
"What customer segment does Ujjivan Small Finance Bank appear to prioritize most, based on its product mix and distribution network?","Microbanking customers diversifying into affordable housing, MSME and gold-loan borrowers."
"What customer segment does ESAF Small Finance Bank appear to prioritize most, based on its product mix and distribution network?","Microfinance customers, actively diversifying into secured retail lending (62.38% of the book)."
"What customer segment does Utkarsh Small Finance Bank appear to prioritize most, based on its product mix and distribution network?","JLG microfinance customers, with a push toward non-JLG secured-retail borrowers in Uttar Pradesh and Bihar specifically."
"What customer segment does Suryoday Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",Urban and semi-urban microfinance customers.
"What customer segment does Jana Small Finance Bank appear to prioritize most, based on its product mix and distribution network?","Microfinance customers moving into secured retail and MSME banking via its ""DigiGen"" digital push."
"What is State Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",46.71%.
"What is Punjab National Bank's cost-to-income ratio, and how does it compare with the average for its segment?",50.31%.
"What is Canara Bank's cost-to-income ratio, and how does it compare with the average for its segment?",49.03%.
